millis,mouseX,mouseY,target_x,target_y,target_size,click,Success,frame_number,landmark_detection_success,landmark_detection_confidence,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,eye_lmk_X_0,eye_lmk_Y_0,eye_lmk_Z_0,eye_lmk_X_1,eye_lmk_Y_1,eye_lmk_Z_1,eye_lmk_X_2,eye_lmk_Y_2,eye_lmk_Z_2,eye_lmk_X_3,eye_lmk_Y_3,eye_lmk_Z_3,eye_lmk_X_4,eye_lmk_Y_4,eye_lmk_Z_4,eye_lmk_X_5,eye_lmk_Y_5,eye_lmk_Z_5,eye_lmk_X_6,eye_lmk_Y_6,eye_lmk_Z_6,eye_lmk_X_7,eye_lmk_Y_7,eye_lmk_Z_7,eye_lmk_X_28,eye_lmk_Y_28,eye_lmk_Z_28,eye_lmk_X_29,eye_lmk_Y_29,eye_lmk_Z_29,eye_lmk_X_30,eye_lmk_Y_30,eye_lmk_Z_30,eye_lmk_X_31,eye_lmk_Y_31,eye_lmk_Z_31,eye_lmk_X_32,eye_lmk_Y_32,eye_lmk_Z_32,eye_lmk_X_33,eye_lmk_Y_33,eye_lmk_Z_33,eye_lmk_X_34,eye_lmk_Y_34,eye_lmk_Z_34,eye_lmk_X_35,eye_lmk_Y_35,eye_lmk_Z_35,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135848,1163,430,1202,649,24,0,0,2698,1,0.975,0.091982,0.093489,-0.991362,-0.130317,0.063524,-0.989435,-51.827335,-145.808701,497.201172,-50.411541,-150.323807,497.518066,-46.385288,-152.273636,496.765717,-42.128361,-150.517517,495.384827,-40.132027,-146.106567,494.184326,-41.185188,-141.350571,494.003143,-45.540764,-139.671158,494.619812,-49.801022,-141.395584,496.000671,6.883895,-144.841949,491.130798,8.753102,-149.23613,492.451843,12.959347,-150.952911,493.478271,17.032064,-148.967346,493.608795,18.566072,-144.450012,492.766968,16.669386,-140.06636,491.445923,12.472531,-138.376816,490.419495,8.091743,-140.058441,490.435883,-16.025452,-113.187241,505.286163,-0.14452,0.030385,-0.028263, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135903,1137,470,1202,649,24,0,0,2699,1,0.975,0.088522,0.096164,-0.991421,-0.134468,0.070409,-0.988413,-52.936798,-145.515381,497.635254,-51.515652,-150.036804,498.065338,-47.495602,-151.997437,497.352661,-43.253998,-150.248718,495.914703,-41.274372,-145.838669,494.593811,-42.335171,-141.069916,494.288269,-46.682182,-139.389984,494.876404,-50.925415,-141.105316,496.314362,6.163714,-147.660202,500.708008,8.118887,-151.999878,501.884033,12.367111,-153.614182,502.608887,16.410049,-151.542587,502.457977,17.864191,-147.008728,501.519714,15.88756,-142.683426,500.343689,11.653219,-141.090225,499.618835,7.307446,-142.862167,499.940216,-17.296852,-112.731468,504.494934,-0.138133,0.046514,-0.024092, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135935,1133,525,1202,649,24,0,0,2700,1,0.975,0.083503,0.095672,-0.991904,-0.130864,0.088443,-0.987447,-53.977077,-145.905685,500.052826,-52.553169,-150.431229,500.593964,-48.540333,-152.405975,499.923798,-44.312832,-150.671631,498.434998,-42.347099,-146.268677,496.999603,-43.413036,-141.490189,496.572266,-47.750595,-139.805267,497.128632,-51.978039,-141.504883,498.617462,5.662053,-150.071014,509.751251,7.654781,-154.372406,510.721924,11.908311,-155.92775,511.140137,15.919474,-153.815414,510.760925,17.328096,-149.284332,509.806396,15.320508,-144.999298,508.835724,11.083279,-143.458817,508.417511,6.777625,-145.278381,508.993713,-18.317251,-112.499191,504.599915,-0.129638,0.05946,-0.021211, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135968,1133,564,1202,649,24,0,0,2701,1,0.975,0.097518,0.09395,-0.990789,-0.138486,0.073829,-0.987609,-54.098461,-144.432953,495.833344,-52.71249,-148.967682,496.315979,-48.70615,-150.969482,495.651886,-44.448936,-149.264618,494.230042,-42.434475,-144.875473,492.883362,-43.461086,-140.094131,492.524567,-47.794575,-138.373825,493.064819,-52.052025,-140.045273,494.486664,4.885361,-149.053101,505.304504,6.858021,-153.346619,506.348694,11.085711,-154.924622,507.055511,15.084409,-152.848999,507.010864,16.497974,-148.343506,506.240967,14.505843,-144.061066,505.196747,10.288774,-142.502472,504.48996,5.980902,-144.295029,504.713287,-19.195208,-112.201256,504.162964,-0.128776,0.070886,-0.017684, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136022,1139,601,1202,649,24,0,0,2702,1,0.975,0.099399,0.101929,-0.989813,-0.142615,0.089788,-0.985697,-54.089115,-141.72374,488.026489,-52.619106,-146.25946,488.585968,-48.5769,-148.206421,487.856018,-44.356117,-146.422791,486.264221,-42.428658,-141.980301,484.743042,-43.538357,-137.18718,484.286987,-47.903767,-135.53743,484.913513,-52.125343,-137.283051,486.50531,4.018398,-149.014786,506.083618,5.962239,-153.340103,507.145355,10.189905,-154.958923,507.86322,14.217381,-152.908905,507.816711,15.671296,-148.398849,507.033081,13.70755,-144.084686,505.971344,9.490556,-142.485703,505.253479,5.155663,-144.248001,505.477753,-20.335711,-111.789444,503.769592,-0.120964,0.088987,-0.014157, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136065,1159,620,1202,649,24,0,0,2703,1,0.975,0.085116,0.099654,-0.991375,-0.137616,0.096734,-0.985751,-55.233963,-143.939102,496.087982,-53.831932,-148.460464,496.542084,-49.835121,-150.432434,495.791473,-45.608402,-148.699631,494.275787,-43.626545,-144.302002,492.882904,-44.665752,-139.53299,492.543365,-48.990349,-137.844101,493.179413,-53.218735,-139.541748,494.695099,3.917049,-150.426361,511.480011,5.837102,-154.756897,512.497314,10.047082,-156.405579,513.247742,14.074951,-154.3927,513.291687,15.547303,-149.903656,512.603455,13.607585,-145.582001,511.58609,9.405936,-143.953018,510.835663,5.068632,-145.683044,510.97052,-20.737011,-111.559967,503.45752,-0.121944,0.091114,-0.010415, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136109,1166,625,1202,649,24,0,0,2704,1,0.975,0.084589,0.099188,-0.991467,-0.140526,0.099778,-0.985036,-55.126419,-143.373993,494.374878,-53.740215,-147.887543,494.74765,-49.759445,-149.851471,493.921417,-45.539543,-148.11644,492.380157,-43.550121,-143.723923,491.026733,-44.568775,-138.967651,490.769073,-48.88047,-137.280334,491.480194,-53.103683,-138.979904,493.021454,3.775295,-150.415253,511.861969,5.720479,-154.737976,512.818909,9.949484,-156.361115,513.474854,13.978449,-154.321167,513.445557,15.434646,-149.819977,512.748169,13.4716,-145.506943,511.79126,9.25188,-143.901733,511.135315,4.915147,-145.661362,511.352081,-20.972162,-111.419556,503.302734,-0.119288,0.095897,-0.007154, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136152,1176,632,1202,649,24,0,0,2705,1,0.975,0.098291,0.101944,-0.989922,-0.140664,0.097368,-0.985258,-54.462696,-141.886017,489.39093,-53.074852,-146.414734,489.797913,-49.0695,-148.400467,489.047638,-44.816048,-146.680267,487.57959,-42.804638,-142.286224,486.253754,-43.828384,-137.514664,485.969269,-48.163013,-135.805847,486.597076,-52.418564,-137.491547,488.065094,3.824604,-149.911713,510.187958,5.720734,-154.254532,511.244507,9.919224,-155.928741,512.037354,13.954781,-153.93898,512.102051,15.448896,-149.457031,511.400726,13.532063,-145.123001,510.344177,9.341794,-143.469513,509.5513,4.998213,-145.173233,509.660492,-20.927889,-111.480812,503.724152,-0.115984,0.096174,-0.00657, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136195,1184,634,1202,649,24,0,0,2706,1,0.975,0.085355,0.09991,-0.991329,-0.137094,0.09102,-0.986367,-55.211933,-144.119644,496.997864,-53.787743,-148.635422,497.50946,-49.784065,-150.597809,496.790588,-45.570213,-148.856339,495.26236,-43.614002,-144.456329,493.819946,-44.67852,-139.688614,493.418762,-49.007053,-138.01506,494.027222,-53.221764,-139.720963,495.555481,4.027383,-150.802505,513.179688,5.994695,-155.102753,514.16095,10.226536,-156.688492,514.776611,14.236058,-154.618515,514.666077,15.662194,-150.113449,513.894043,13.677403,-145.824661,512.912781,9.456703,-144.256348,512.297119,5.141247,-146.043472,512.594849,-20.866594,-111.437111,503.6763,-0.117424,0.096044,-0.005117, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136239,1187,635,1202,649,24,0,0,2707,1,0.975,0.083211,0.094629,-0.992029,-0.137154,0.082514,-0.987107,-55.079437,-144.16449,496.916107,-53.6623,-148.691452,497.512238,-49.651508,-150.679337,496.877502,-45.42062,-148.961319,495.383759,-43.448776,-144.56868,493.906006,-44.510269,-139.787262,493.420471,-48.843807,-138.092453,493.94458,-53.073624,-139.775253,495.438354,4.015118,-148.353378,504.572876,5.942706,-152.682251,505.609863,10.154753,-154.329453,506.419373,14.178588,-152.315231,506.527191,15.642423,-147.825195,505.870178,13.693972,-143.504379,504.833221,9.48936,-141.878159,504.023712,5.152623,-143.611343,504.090759,-20.658415,-111.355247,503.37381,-0.11983,0.092481,-0.005229, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136282,1188,640,1202,649,24,0,0,2708,1,0.975,0.095691,0.1017,-0.990202,-0.138221,0.089211,-0.986375,-54.421787,-143.438065,494.682312,-53.027737,-147.967957,495.133026,-49.030579,-149.95256,494.376007,-44.795544,-148.229141,492.854736,-42.802284,-143.832321,491.460327,-43.831676,-139.056152,491.124329,-48.158192,-137.3535,491.766632,-52.39492,-139.041489,493.287903,4.402229,-149.664169,509.462463,6.360161,-153.995407,510.515442,10.604094,-155.612183,511.230133,14.640583,-153.553574,511.187836,16.091167,-149.033188,510.41333,14.113546,-144.712906,509.360321,9.880125,-143.115723,508.64566,5.534924,-144.88765,508.867126,-20.294683,-111.322975,503.223999,-0.121531,0.09264,-0.006314, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136336,1190,653,1202,649,24,0,0,2709,1,0.975,0.093122,0.093373,-0.991267,-0.132128,0.086634,-0.98744,-54.901409,-145.094833,500.077087,-53.524899,-149.626389,500.60965,-49.533932,-151.641083,499.957764,-45.289379,-149.95694,498.503296,-43.277977,-145.584488,497.098236,-44.295898,-140.805084,496.683136,-48.613396,-139.074646,497.21756,-52.857441,-140.724884,498.672028,4.667819,-150.612198,512.4021,6.633864,-154.918152,513.401917,10.865055,-156.515152,514.094849,14.876044,-154.454437,514.074951,16.304064,-149.950272,513.353943,14.319366,-145.654327,512.354126,10.097751,-144.075989,511.661163,5.77721,-145.856354,511.863556,-20.158142,-111.504295,503.948822,-0.120561,0.091619,-0.007396, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136378,1191,655,1202,649,24,0,0,2710,1,0.975,0.093314,0.103953,-0.990195,-0.134881,0.098706,-0.985933,-54.797096,-144.689148,498.987701,-53.374573,-149.213013,499.396362,-49.339264,-151.176682,498.701385,-45.076748,-149.430038,497.309875,-43.082794,-145.019073,496.036957,-44.146912,-140.248993,495.759033,-48.508179,-138.563553,496.323273,-52.772381,-140.277939,497.714783,4.52133,-149.835068,510.073547,6.489748,-154.181381,511.086761,10.752789,-155.798828,511.72818,14.805158,-153.72699,511.622101,16.260031,-149.18782,510.830658,14.273208,-144.853287,509.817444,10.021544,-143.254181,509.176025,5.663012,-145.038803,509.467987,-19.972683,-111.58297,504.014343,-0.119059,0.089745,-0.0116, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136420,1194,657,1202,649,24,0,0,2711,1,0.975,0.09115,0.126241,-0.987803,-0.16206,0.163504,-0.973141,-56.963638,-150.02951,520.293579,-55.753471,-154.655685,520.626892,-51.774864,-156.841888,519.988037,-47.37719,-155.307312,518.751343,-45.136173,-150.970566,517.641235,-45.976025,-146.119278,517.460693,-50.297867,-144.186264,517.946777,-54.69606,-145.693039,519.183472,3.941436,-154.165176,527.762451,5.963012,-158.620102,528.717407,10.350779,-160.266083,529.134766,14.523298,-158.128464,528.770081,16.025862,-153.470581,527.836914,13.98945,-149.031448,526.881958,9.617425,-147.400269,526.464539,5.143044,-149.238052,527.036438,-19.684708,-111.821404,505.330444,-0.113926,0.082788,-0.020238, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136464,1195,657,1202,649,24,0,0,2712,1,0.975,0.103486,0.128356,-0.986314,-0.155317,0.168104,-0.973457,-57.574696,-151.303757,525.802185,-56.384258,-155.946457,526.236755,-52.398113,-158.189178,525.809448,-47.967663,-156.715652,524.770569,-45.690151,-152.405975,523.728699,-46.523563,-147.536438,523.462524,-50.846313,-145.547897,523.721497,-55.274014,-146.997543,524.760376,3.829024,-155.578079,532.869507,5.87072,-160.03978,533.769958,10.274972,-161.665512,534.035706,14.448952,-159.494171,533.510986,15.938957,-154.810608,532.503296,13.885042,-150.36705,531.602844,9.498981,-148.753647,531.337097,5.028906,-150.622086,532.07959,-19.638773,-111.567635,505.018524,-0.112684,0.080526,-0.025327, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136510,1196,657,1202,649,24,0,0,2713,1,0.975,0.104667,0.124001,-0.986746,-0.150508,0.162,-0.975245,-56.630894,-146.640503,510.104919,-55.400108,-151.251755,510.405975,-51.41827,-153.404388,509.710297,-47.03751,-151.837921,508.425415,-44.822895,-147.490646,507.303986,-45.681736,-142.653992,507.151794,-50.006176,-140.755203,507.698608,-54.388508,-142.292465,508.98349,3.344275,-151.771332,518.913574,5.247538,-156.250717,519.911316,9.553162,-158.02153,520.660889,13.733665,-156.032318,520.723328,15.326083,-151.454041,520.061951,13.40297,-146.982727,519.064209,9.104893,-145.231888,518.314575,4.612798,-146.929504,518.439758,-19.967085,-111.347443,504.639648,-0.108436,0.078776,-0.02981, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136561,1196,657,1202,649,24,0,0,2714,1,0.975,0.107557,0.125357,-0.986264,-0.146718,0.161745,-0.975865,-56.708668,-145.607941,506.689667,-55.456005,-150.222748,507.022949,-51.45863,-152.365662,506.339752,-47.078209,-150.78154,505.040314,-44.879913,-146.419449,503.885803,-45.762589,-141.576508,503.698761,-50.10033,-139.69133,504.235718,-54.481937,-141.245621,505.535156,2.960812,-150.307449,513.484924,4.753886,-154.834183,514.609375,8.973878,-156.73349,515.706787,13.148005,-154.874283,516.134338,14.813081,-150.347107,515.641541,12.994509,-145.822418,514.51709,8.77561,-143.949265,513.419678,4.282685,-145.515717,513.152954,-20.351545,-111.212418,504.500031,-0.105753,0.084482,-0.033426, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136605,1196,657,1202,649,24,0,0,2715,1,0.975,0.096814,0.124765,-0.987452,-0.16133,0.152976,-0.974972,-57.642788,-146.380646,509.972107,-56.456093,-150.986572,510.232269,-52.501411,-153.161163,509.517456,-48.114529,-151.63147,508.246368,-45.863819,-147.313904,507.163574,-46.676373,-142.488373,507.05481,-50.975975,-140.56073,507.618225,-55.364883,-142.061722,508.889313,2.146515,-146.886978,501.604553,3.855232,-151.445541,502.883026,8.037651,-153.405792,504.074219,12.242147,-151.598633,504.480347,13.98529,-147.085281,503.863556,12.247567,-142.530396,502.585114,8.067441,-140.599564,501.393921,3.552166,-142.098465,501.13385,-20.734261,-110.946442,503.796753,-0.104241,0.085068,-0.035019, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136648,1196,657,1202,649,24,0,0,2716,1,0.975,0.090061,0.113301,-0.98947,-0.155069,0.145263,-0.977165,-58.685764,-147.550385,514.060791,-57.53196,-152.148132,514.43457,-53.60162,-154.369583,513.911499,-49.214401,-152.912079,512.798035,-46.94117,-148.647354,511.746307,-47.733788,-143.82869,511.533234,-52.002048,-141.855576,511.895569,-56.388008,-143.287659,513.009094,1.976357,-151.347351,516.305786,3.772434,-155.828445,517.391235,8.005363,-157.664169,518.160339,12.189062,-155.764252,518.162659,13.85789,-151.248413,517.39679,12.040605,-146.776886,516.31134,7.816739,-144.962265,515.542175,3.333377,-146.558533,515.718201,-21.231581,-110.770462,503.779205,-0.099562,0.08857,-0.035968, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136692,1196,657,1202,649,24,0,0,2717,1,0.975,0.100011,0.109468,-0.988946,-0.156658,0.143007,-0.977245,-57.814159,-142.592163,497.676758,-56.584713,-147.200485,498.144348,-52.628086,-149.363754,497.479919,-48.284367,-147.813019,496.072662,-46.098618,-143.480133,494.746979,-46.958408,-138.639435,494.407043,-51.253841,-136.744064,494.943817,-55.596771,-138.261688,496.351074,1.020244,-150.915802,514.550171,2.819718,-155.381165,515.634338,7.044768,-157.200821,516.390198,11.213728,-155.294006,516.375,12.869643,-150.784744,515.597656,11.049132,-146.329285,514.513428,6.833534,-144.530563,513.757568,2.365354,-146.134445,513.95105,-22.204279,-110.396996,503.159851,-0.094555,0.096739,-0.037521, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136735,1196,657,1202,649,24,0,0,2718,1,0.975,0.093472,0.12125,-0.988211,-0.154492,0.134057,-0.978857,-58.74268,-143.412628,501.493683,-57.51054,-148.00209,501.919067,-53.556622,-150.147049,501.258301,-49.218338,-148.58989,499.898468,-47.037205,-144.265091,498.636108,-47.901691,-139.44426,498.344482,-52.193333,-137.563843,498.87149,-56.531361,-139.089447,500.231323,0.687982,-150.599625,513.362122,2.439836,-155.058517,514.515808,6.630704,-156.897522,515.240601,10.797103,-155.024368,515.111877,12.483252,-150.54509,514.205078,10.709884,-146.098587,513.051331,6.531038,-144.280777,512.326538,2.074671,-145.840057,512.628967,-22.603313,-110.180519,503.008575,-0.090924,0.10021,-0.038738, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136787,1196,657,1202,649,24,0,0,2719,1,0.975,0.107269,0.127694,-0.985996,-0.148744,0.148969,-0.977591,-57.744732,-139.098221,487.871735,-56.495026,-143.721085,488.305359,-52.533146,-145.860336,487.49411,-48.204941,-144.262283,485.913239,-46.044971,-139.889618,484.488739,-46.915524,-135.033539,484.167267,-51.219898,-133.165939,484.866364,-55.549316,-134.726379,486.447266,0.098114,-150.542007,513.905212,1.855764,-155.013367,514.917175,6.048505,-156.878784,515.712036,10.215958,-155.030823,515.824219,11.902307,-150.556717,515.187927,10.124032,-146.092087,514.175964,5.93741,-144.247467,513.381104,1.468144,-145.799362,513.449402,-23.312269,-109.879013,502.957703,-0.088035,0.106539,-0.038181, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136828,1196,657,1202,649,24,0,0,2720,1,0.975,0.109718,0.116256,-0.987141,-0.162482,0.141584,-0.976501,-57.738815,-138.597153,486.32132,-56.523499,-143.215134,486.770813,-52.577747,-145.383377,486.024567,-48.237095,-143.83049,484.519684,-46.044167,-139.491623,483.137726,-46.883064,-134.643188,482.807129,-51.17094,-132.743134,483.434509,-55.511707,-134.26001,484.939392,-0.429147,-147.402206,503.014648,1.325251,-151.882874,504.154266,5.52132,-153.744385,505.012177,9.695281,-151.879837,505.085846,11.385611,-147.38765,504.332092,9.607831,-142.915817,503.192474,5.419903,-141.077591,502.334564,0.945737,-142.635956,502.43045,-24.504551,-109.384109,501.789581,-0.094207,0.102007,-0.00988, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136869,1196,657,1202,649,24,0,0,2721,1,0.975,0.100063,0.121965,-0.987478,-0.146496,0.139248,-0.979361,-58.067234,-139.03775,487.315338,-56.758511,-143.62532,487.796295,-52.786396,-145.705215,486.998444,-48.503181,-144.058151,485.38913,-46.417244,-139.676025,483.911102,-47.352268,-134.847412,483.535736,-51.660896,-133.048065,484.227997,-55.945126,-134.656876,485.83728,-0.253353,-150.130569,512.081543,1.499997,-154.577499,513.110779,5.680659,-156.414902,513.797913,9.832843,-154.552643,513.740479,11.510408,-150.088684,512.972168,9.737446,-145.65181,511.942963,5.566398,-143.833984,511.255798,1.120772,-145.393539,511.49646,-23.845419,-109.888031,503.007965,-0.087861,0.096945,-0.027065, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136913,1196,657,1202,649,24,0,0,2722,1,0.975,0.10326,0.110816,-0.988462,-0.151562,0.127315,-0.980214,-57.793228,-138.148987,483.661407,-56.537235,-142.763138,484.18277,-52.58062,-144.905579,483.427765,-48.266834,-143.319351,481.838745,-46.123173,-138.960693,480.346497,-47.004566,-134.109863,479.931641,-51.299786,-132.245132,480.580109,-55.613171,-133.793091,482.169159,-0.372795,-149.625153,509.116974,1.434403,-154.040833,510.231415,5.638113,-155.804688,510.846527,9.765792,-153.869797,510.601959,11.38555,-149.379837,509.641022,9.55868,-144.978683,508.526581,5.369279,-143.234222,507.911469,0.952231,-144.858063,508.336365,-23.892405,-109.76609,501.946991,-0.086083,0.107546,-0.032702, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136967,1196,657,1202,649,24,0,0,2723,1,0.975,0.087753,0.117338,-0.989207,-0.165598,0.133141,-0.977165,-57.872765,-138.320755,484.351257,-56.55991,-142.903427,484.809296,-52.601246,-144.968094,483.939758,-48.342258,-143.305038,482.252014,-46.276264,-138.916748,480.734741,-47.211639,-134.093567,480.374603,-51.508083,-132.309875,481.146271,-55.769241,-133.932877,482.833984,-0.637057,-146.371384,498.474091,1.082326,-150.85788,499.671265,5.258862,-152.742554,500.550201,9.439614,-150.904175,500.596039,11.158216,-146.426575,499.781921,9.414348,-141.94986,498.584747,5.246841,-140.089508,497.705811,0.770345,-141.615204,497.824188,-24.80846,-109.480591,501.293335,-0.090725,0.109901,-0.007682, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137010,1196,657,1202,649,24,0,0,2724,1,0.975,0.105059,0.102631,-0.989156,-0.143895,0.126694,-0.981449,-57.660599,-138.257904,483.593353,-56.394871,-142.853912,484.101746,-52.437378,-144.978256,483.364502,-48.131451,-143.38472,481.813538,-45.999668,-139.033188,480.35733,-46.893379,-134.200302,479.959351,-51.187645,-132.352631,480.586151,-55.493298,-133.908859,482.137146,-0.26959,-149.457291,508.866699,1.525506,-153.879272,509.871429,5.719676,-155.670242,510.542877,9.849165,-153.767456,510.487671,11.481492,-149.292664,509.73819,9.66724,-144.880692,508.733429,5.482722,-143.108902,508.062012,1.056378,-144.714264,508.302551,-24.280819,-110.047516,503.37973,-0.096967,0.079853,-0.007802, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
