millis,mouseX,mouseY,target_x,target_y,target_size,click,Success,frame_number,landmark_detection_success,landmark_detection_confidence,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,eye_lmk_X_0,eye_lmk_Y_0,eye_lmk_Z_0,eye_lmk_X_1,eye_lmk_Y_1,eye_lmk_Z_1,eye_lmk_X_2,eye_lmk_Y_2,eye_lmk_Z_2,eye_lmk_X_3,eye_lmk_Y_3,eye_lmk_Z_3,eye_lmk_X_4,eye_lmk_Y_4,eye_lmk_Z_4,eye_lmk_X_5,eye_lmk_Y_5,eye_lmk_Z_5,eye_lmk_X_6,eye_lmk_Y_6,eye_lmk_Z_6,eye_lmk_X_7,eye_lmk_Y_7,eye_lmk_Z_7,eye_lmk_X_28,eye_lmk_Y_28,eye_lmk_Z_28,eye_lmk_X_29,eye_lmk_Y_29,eye_lmk_Z_29,eye_lmk_X_30,eye_lmk_Y_30,eye_lmk_Z_30,eye_lmk_X_31,eye_lmk_Y_31,eye_lmk_Z_31,eye_lmk_X_32,eye_lmk_Y_32,eye_lmk_Z_32,eye_lmk_X_33,eye_lmk_Y_33,eye_lmk_Z_33,eye_lmk_X_34,eye_lmk_Y_34,eye_lmk_Z_34,eye_lmk_X_35,eye_lmk_Y_35,eye_lmk_Z_35,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41717,2750,580,406,135,40,0,0,464,1,0.975,0.522025,-0.095136,-0.847608,0.384643,-0.094056,-0.918261,-22.306709,-155.810226,492.398773,-21.12731,-160.233643,494.583862,-17.459337,-162.260529,496.584045,-13.452156,-160.671417,497.227631,-11.486235,-156.402435,496.137665,-12.512371,-151.664322,494.16098,-16.379335,-150.004944,491.952393,-20.339746,-151.586655,491.308777,22.400309,-128.803299,424.791931,23.229046,-132.957108,427.98822,26.268703,-134.540756,431.471588,29.753284,-132.568863,433.201538,31.594469,-128.206161,432.164642,30.699093,-124.066002,428.968323,27.63876,-122.56398,425.484955,23.86191,-124.165192,423.587555,12.150037,-125.744171,536.262024,-0.124765,-0.401954,-0.154352, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41750,2749,580,406,135,40,0,0,465,1,0.975,0.520395,-0.094934,-0.848632,0.377401,-0.090972,-0.921571,-22.621634,-156.277435,494.061859,-21.427477,-160.716324,496.149261,-17.754587,-162.768127,498.101318,-13.754506,-161.199707,498.774567,-11.802125,-156.933823,497.774597,-12.841448,-152.185959,495.904144,-16.714066,-150.493011,493.735107,-20.669266,-152.055756,493.06189,22.493639,-129.359909,426.767334,23.334326,-133.51918,429.961334,26.369925,-135.094574,433.454437,29.836735,-133.105499,435.2005,31.657162,-128.7267,434.176666,30.750341,-124.581039,430.982666,27.694246,-123.087395,427.489563,23.932886,-124.707329,425.575562,11.966208,-125.645416,536.164368,-0.126872,-0.399803,-0.153755, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41771,2738,580,406,135,40,0,0,466,1,0.975,0.518344,-0.089966,-0.850427,0.37279,-0.09061,-0.923481,-22.88728,-155.976135,493.283417,-21.673306,-160.422745,495.34906,-17.986378,-162.468719,497.290405,-13.986144,-160.884308,497.970276,-12.047496,-156.601547,496.990356,-13.107833,-151.846436,495.143829,-16.993153,-150.15863,492.983368,-20.948711,-151.737534,492.303528,22.777748,-131.355331,433.330902,23.68784,-135.519455,436.475708,26.763931,-137.083359,439.918121,30.217249,-135.074509,441.641632,31.979155,-130.67894,440.636627,31.004402,-126.527985,437.491821,27.909718,-125.043907,434.049408,24.156334,-126.688904,432.166199,11.638627,-125.549652,535.923584,-0.123802,-0.39601,-0.151383, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41827,2644,570,406,135,40,0,0,467,1,0.975,0.52896,-0.082008,-0.844675,0.406344,-0.058875,-0.911821,-23.285957,-155.696198,493.3573,-22.026924,-160.130753,495.456665,-18.299877,-162.13356,497.377594,-14.289386,-160.500259,497.994781,-12.376625,-156.19278,496.946747,-13.481874,-151.446106,495.060364,-17.406013,-149.806808,492.926453,-21.371372,-151.4328,492.309265,23.696835,-134.474991,444.9151,24.716728,-138.74913,447.943542,27.789711,-140.370682,451.451691,31.129177,-138.331802,453.384552,32.73587,-133.832184,452.609863,31.6551,-129.565643,449.581451,28.563011,-128.026077,446.073273,24.903742,-129.715225,443.987183,11.287655,-125.362373,535.56012,-0.124607,-0.393418,-0.150811, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41868,2520,547,406,135,40,0,0,468,1,0.975,0.361777,0.099955,-0.926891,0.252173,0.128205,-0.959152,-28.385714,-163.144897,526.256165,-27.00901,-167.675705,527.443542,-23.146389,-169.835892,528.687073,-19.058435,-168.341019,529.258362,-17.158304,-164.06546,528.822754,-18.33213,-159.268417,527.902161,-22.426561,-157.399658,526.391846,-26.488436,-158.896332,525.820557,21.391493,-137.470001,462.432129,23.002937,-141.931549,464.673706,26.764614,-143.721161,467.310852,30.480274,-141.746109,468.798767,31.935423,-137.162415,468.265839,30.270411,-132.699631,466.024231,26.498478,-130.972855,463.387085,22.438799,-132.629669,461.883148,9.756682,-125.177002,536.467834,-0.107894,-0.372571,-0.144804, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41911,2290,501,406,135,40,0,0,469,1,0.975,0.358602,0.085091,-0.929604,0.228913,0.112485,-0.966926,-29.142496,-160.682465,518.206909,-27.799513,-165.205276,519.637207,-23.987385,-167.334015,521.081177,-19.937658,-165.799042,521.692993,-18.044598,-161.499451,521.114197,-19.200554,-156.695068,519.940002,-23.232862,-154.879776,518.239929,-27.251522,-156.414871,517.628113,20.256783,-135.417938,455.212341,21.872335,-139.869522,457.417389,25.670502,-141.660507,459.955872,29.43272,-139.698288,461.34079,30.917242,-135.132156,460.760895,29.248051,-130.680389,458.555878,25.440866,-128.950897,456.017395,21.340063,-130.593704,454.626007,8.534276,-124.726151,535.058655,-0.106249,-0.361659,-0.138168, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41943,2101,463,406,135,40,0,0,470,1,0.975,0.362139,0.105943,-0.926084,0.230074,0.127469,-0.964789,-30.737053,-160.651627,519.577026,-29.283695,-165.160507,520.66626,-25.356823,-167.257751,521.763916,-21.255919,-165.697342,522.226929,-19.400217,-161.393066,521.784119,-20.643917,-156.619278,520.958862,-24.805662,-154.811325,519.597229,-28.882544,-156.372101,519.134216,19.584372,-135.602798,454.895874,21.370996,-140.026627,456.977875,25.259552,-141.731354,459.419037,28.977419,-139.67627,460.789368,30.309971,-135.064819,460.286133,28.471327,-130.640472,458.204102,24.575287,-128.995346,455.762939,20.505863,-130.748032,454.402649,6.862139,-124.319092,533.759399,-0.092892,-0.341724,-0.128377, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41985,1907,428,406,135,40,0,0,471,1,0.975,0.359497,0.08867,-0.928924,0.237312,0.104976,-0.965745,-31.8165,-157.255341,508.842896,-30.478878,-161.78978,510.165649,-26.702488,-163.961517,511.675812,-22.694769,-162.475433,512.48877,-20.825121,-158.198502,512.128235,-21.989601,-153.391571,511.082825,-25.976456,-151.519852,509.295319,-29.953474,-153.010941,508.482391,18.0019,-130.643982,438.322937,19.698931,-135.069153,440.324463,23.466887,-136.859497,442.843842,27.107391,-134.922058,444.405243,28.450724,-130.387207,444.094055,26.701185,-125.955582,442.092529,22.920746,-124.227783,439.573151,18.931219,-125.870972,438.01712,4.913941,-123.811989,532.714539,-0.093732,-0.322989,-0.120476, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42017,1818,417,406,135,40,0,0,472,1,0.975,0.353978,0.096829,-0.930228,0.235804,0.090011,-0.967623,-33.756145,-155.769501,506.044556,-32.426342,-160.317261,507.296326,-28.632587,-162.515884,508.730103,-24.59256,-161.055527,509.506012,-22.693659,-156.787933,509.169525,-23.843094,-151.972458,508.196747,-27.853249,-150.067398,506.483978,-31.863836,-151.53299,505.708069,16.623354,-127.992706,429.227112,18.284752,-132.424347,431.196716,22.021469,-134.252167,433.721832,25.654503,-132.360458,435.323303,27.018196,-127.851433,435.062958,25.303791,-123.411377,433.093353,21.553009,-121.647163,430.568237,17.57338,-123.246048,428.972778,2.547155,-122.826912,530.119995,-0.091002,-0.299325,-0.108088, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42050,1763,412,406,135,40,0,0,473,1,0.975,0.344787,0.087271,-0.934615,0.23309,0.069358,-0.969979,-35.377441,-152.783844,497.154083,-34.136795,-157.363098,498.58194,-30.420643,-159.606171,500.223114,-26.400023,-158.173584,501.116241,-24.454109,-153.900269,500.738159,-25.529028,-149.044907,499.588623,-29.452997,-147.10788,497.669128,-33.439781,-148.546555,496.776001,14.999241,-124.042992,415.391998,16.639555,-128.459778,417.338257,20.31316,-130.298752,419.908173,23.87948,-128.435806,421.596344,25.211037,-123.954567,421.413818,23.516556,-119.526909,419.46759,19.826941,-117.754196,416.897675,15.91381,-119.329659,415.211182,-0.010226,-121.645126,527.088562,-0.092846,-0.276172,-0.092904, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42105,1669,405,406,135,40,0,0,474,1,0.975,0.318969,0.099517,-0.942526,0.17846,0.070453,-0.981422,-38.748379,-154.991074,506.909882,-37.302795,-159.50061,507.824646,-33.344246,-161.606781,508.711273,-29.191544,-160.060928,509.050415,-27.291805,-155.76886,508.643402,-28.513437,-151.004349,507.991974,-32.716618,-149.174561,506.84201,-36.848763,-150.720062,506.502869,14.050834,-125.938148,422.367462,15.604718,-130.42514,424.327118,19.214994,-132.357574,426.977875,22.779869,-130.555939,428.766998,24.173208,-126.065887,428.646423,22.565699,-121.565201,426.686768,18.93692,-119.70002,424.036011,15.026562,-121.207825,422.241669,-2.441165,-120.744179,524.9823,-0.100477,-0.246402,-0.082876, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42146,1563,395,406,135,40,0,0,475,1,0.975,0.28238,0.093599,-0.954725,0.087605,0.060842,-0.994296,-43.237473,-153.274338,505.352203,-41.902271,-157.820328,506.588959,-38.032822,-159.975555,507.769592,-33.895775,-158.457703,508.202454,-31.933943,-154.156754,507.634033,-33.06419,-149.339325,506.651733,-37.166142,-147.484665,505.216644,-41.275749,-149.001373,504.783752,11.191408,-126.164314,424.045013,12.672363,-130.667511,426.018585,16.31567,-132.63562,428.564026,19.999146,-130.870117,430.190216,21.527433,-126.397491,429.94458,19.993198,-121.883347,427.971008,16.332848,-119.979759,425.425598,12.314315,-121.438774,423.802917,-7.922831,-120.029152,524.591553,-0.111555,-0.147629,-0.063465, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42179,1421,380,406,135,40,0,0,476,1,0.975,0.27165,0.043963,-0.961391,0.06775,0.036379,-0.997039,-45.021523,-152.084656,502.407837,-43.760174,-156.627869,503.528137,-39.931301,-158.853561,504.615845,-35.777004,-157.439758,505.033722,-33.748615,-153.214584,504.537048,-34.795513,-148.413528,503.674194,-38.86507,-146.471191,502.329041,-42.994217,-147.885162,501.911163,10.986459,-134.987869,454.661102,12.470914,-139.502487,456.658112,16.20817,-141.463593,459.079681,20.018181,-139.681381,460.507263,21.633595,-135.195358,460.104614,20.098938,-130.674393,458.107574,16.348709,-128.771332,455.686035,12.210498,-130.239746,454.272919,-10.705187,-118.623344,520.937317,-0.130738,-0.116138,-0.042134, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42232,1088,347,406,135,40,0,0,477,1,0.975,0.272949,0.040764,-0.961165,0.051977,0.044157,-0.997672,-46.852409,-151.384369,501.953766,-45.53727,-155.918488,503.015808,-41.60902,-158.080872,503.761017,-37.373947,-156.589737,503.752838,-35.32814,-152.32399,502.996094,-36.396145,-147.53096,502.16037,-40.585682,-145.656662,501.188843,-44.799225,-147.140076,501.197021,9.674241,-133.961258,451.644287,11.112473,-138.490005,453.660767,14.808034,-140.481049,456.136383,18.606268,-138.725967,457.620941,20.246256,-134.247543,457.244843,18.757109,-129.711273,455.228363,15.047176,-127.779755,452.752747,10.922213,-129.219574,451.277374,-12.839633,-117.679848,518.980469,-0.122192,-0.093196,-0.02851, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42265,862,326,406,135,40,0,0,478,1,0.975,0.261623,0.022266,-0.964913,0.041781,0.053092,-0.997715,-49.651283,-151.661209,504.231415,-48.488163,-156.218903,505.618011,-44.695335,-158.472839,506.792542,-40.496712,-157.08194,507.066956,-38.372784,-152.864044,506.280518,-39.318306,-148.036896,505.125549,-43.355221,-146.08606,503.719391,-47.524235,-147.472641,503.444977,8.261065,-136.737198,461.06488,9.706161,-141.251144,463.217316,13.411361,-143.176605,465.747467,17.214664,-141.343124,467.173187,18.851168,-136.822235,466.659302,17.353745,-132.304764,464.506866,13.636604,-130.439514,461.976746,9.505459,-131.950012,460.549103,-16.066803,-116.376205,516.352661,-0.115452,-0.044612,-0.014313, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42317,603,268,406,135,40,0,0,479,1,0.975,0.261607,0.028553,-0.964752,0.034038,0.053501,-0.997988,-50.293129,-150.456192,500.872925,-49.103832,-155.016083,502.256958,-45.291576,-157.250961,503.427521,-41.091888,-155.830811,503.698944,-38.98595,-151.590744,502.912231,-39.95982,-146.76001,501.760162,-44.013943,-144.830048,500.357635,-48.183842,-146.245636,500.086212,7.639191,-138.218781,465.992706,9.105274,-142.715088,468.098999,12.851918,-144.630524,470.519226,16.691561,-142.802673,471.835663,18.339079,-138.30069,471.277161,16.822283,-133.802155,469.170868,13.065571,-131.943802,466.750641,8.900061,-133.448273,465.442841,-17.344397,-116.050087,515.447632,-0.112051,-0.031295,-0.005265, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42350,541,241,406,135,40,0,0,480,1,0.975,0.264926,0.025508,-0.963931,0.03042,0.057452,-0.997885,-50.43454,-148.883453,495.830292,-49.214569,-153.425369,497.259705,-45.363979,-155.617249,498.352509,-41.143394,-154.154343,498.468506,-39.046429,-149.899307,497.539795,-40.042946,-145.081696,496.327545,-44.139957,-143.202972,495.017609,-48.330475,-144.657791,494.901581,7.092429,-137.132355,462.029877,8.532887,-141.629166,464.188202,12.24806,-143.541229,466.666565,16.069098,-141.706802,468.013123,17.720892,-137.199097,467.439148,16.228428,-132.700302,465.280823,12.502729,-130.847168,462.80249,8.356581,-132.355545,461.456726,-18.145241,-115.662483,514.074646,-0.111381,-0.021299,-0.000146, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42393,516,226,406,135,40,0,0,481,1,0.975,0.252779,0.027925,-0.967121,0.025192,0.055813,-0.998123,-50.824474,-148.254166,494.242493,-49.576065,-152.814484,495.532288,-45.679592,-155.015793,496.455078,-41.423454,-153.549942,496.470306,-39.319855,-149.281952,495.569061,-40.331909,-144.453674,494.496033,-44.483204,-142.555573,493.356476,-48.712509,-144.012497,493.341248,6.843257,-138.897598,467.866211,8.32931,-143.371582,470.034363,12.116473,-145.23642,472.399139,15.991086,-143.360092,473.575287,17.647221,-138.842804,472.87381,16.109888,-134.370438,470.705627,12.315901,-132.561646,468.340851,8.118423,-134.108124,467.173553,-18.665237,-115.547325,513.601868,-0.109468,-0.014533,0.0039, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42425,513,220,406,135,40,0,0,482,1,0.975,0.248279,0.019053,-0.968501,0.019692,0.064276,-0.997738,-51.092255,-148.839798,495.919647,-49.881748,-153.385147,497.32373,-46.028748,-155.590378,498.368683,-41.795753,-154.143433,498.442413,-39.68314,-149.897934,497.501709,-40.665527,-145.079742,496.312317,-44.768215,-143.184494,495.052673,-48.97192,-144.622925,494.978973,6.69814,-138.023193,465.451599,8.205252,-142.5103,467.566956,11.997614,-144.387497,469.931152,15.859323,-142.515335,471.159241,17.492247,-137.990463,470.53186,15.934224,-133.503281,468.416504,12.133916,-131.682388,466.052307,7.946092,-133.229919,464.837036,-18.866917,-115.29847,513.068665,-0.108332,-0.008721,0.006586, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42469,500,206,406,135,40,0,0,483,1,0.975,0.234047,0.031561,-0.971713,0.017684,0.058607,-0.998124,-51.294712,-149.021301,497.426819,-50.029758,-153.583649,498.639801,-46.123478,-155.782822,499.514221,-41.869526,-154.313004,499.537811,-39.777615,-150.040985,498.696808,-40.804649,-145.214417,497.705109,-44.966309,-143.312454,496.609406,-49.195122,-144.774094,496.585785,6.784997,-137.147049,462.795715,8.264789,-141.635544,464.942444,12.023061,-143.520065,467.364746,15.864636,-141.655853,468.643707,17.502565,-137.134445,468.03009,15.971036,-132.645325,465.883362,12.203786,-130.818619,463.46106,8.036645,-132.357422,462.188385,-18.796515,-115.181137,513.075928,-0.109157,-0.007677,0.008456, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42513,475,190,406,135,40,0,0,484,1,0.975,0.254045,0.024077,-0.966893,0.024341,0.054811,-0.9982,-50.525928,-149.770279,499.484009,-49.25053,-154.291687,500.801971,-45.367107,-156.445007,501.777924,-41.155914,-154.949966,501.840149,-39.103077,-150.688263,500.952209,-40.149895,-145.895203,499.852478,-44.281395,-144.048538,498.658264,-48.465401,-145.535233,498.596039,7.480448,-136.890381,462.592255,8.987214,-141.379715,464.683289,12.741965,-143.267044,467.110657,16.552347,-141.40596,468.452423,18.15028,-136.884903,467.922607,16.592577,-132.393082,465.831573,12.827732,-130.563507,463.404205,8.68725,-132.105545,462.071594,-18.14168,-115.061195,513.109131,-0.113225,-0.011384,0.010028, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42546,465,183,406,135,40,0,0,485,1,0.975,0.24506,0.026539,-0.969145,0.022758,0.05564,-0.998191,-50.060226,-149.156326,497.505585,-48.798527,-153.706604,498.788513,-44.907169,-155.896484,499.741943,-40.670845,-154.424545,499.807343,-38.589993,-150.158661,498.946411,-39.619759,-145.340469,497.884308,-43.762447,-143.452789,496.710052,-47.972073,-144.916779,496.644653,7.968214,-138.608109,468.646057,9.475953,-143.085144,470.783417,13.261442,-144.950272,473.170135,17.112743,-143.07106,474.408081,18.737911,-138.548431,473.772095,17.179289,-134.071533,471.634735,13.385884,-132.262802,469.248047,9.20828,-133.817291,468.019562,-17.717274,-115.144363,513.696411,-0.109418,-0.015512,0.011328, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42577,448,172,406,135,40,0,0,486,1,0.975,0.250825,0.019368,-0.967839,0.02954,0.046421,-0.998485,-49.552643,-149.173477,497.183624,-48.343636,-153.717087,498.610107,-44.524315,-155.923172,499.804657,-40.334816,-154.477951,500.067474,-38.251053,-150.23175,499.244629,-39.247929,-145.414352,498.046722,-43.306129,-143.5177,496.623596,-47.464893,-144.957642,496.360779,8.321135,-138.189499,467.173828,9.810707,-142.655396,469.329071,13.571572,-144.518982,471.741241,17.406528,-142.648422,472.997345,19.032907,-138.139481,472.361572,17.49217,-133.673691,470.20636,13.723039,-131.866974,467.794189,9.562608,-133.412231,466.543671,-17.344381,-115.1381,513.689209,-0.109844,-0.01898,0.011585, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42621,421,154,406,135,40,0,0,487,1,0.975,0.262859,0.025343,-0.964501,0.032016,0.048915,-0.99829,-49.277042,-149.081253,497.197388,-48.057213,-153.61853,498.591888,-44.221539,-155.817841,499.72287,-40.020405,-154.370117,499.927795,-37.93586,-150.127747,499.08667,-38.937454,-145.317963,497.918182,-43.016129,-143.42659,496.561218,-47.1875,-144.86821,496.356262,8.512752,-138.297516,467.610992,10.034907,-142.760757,469.725525,13.813464,-144.614105,472.108398,17.640774,-142.732147,473.363739,19.239162,-138.217041,472.756195,17.666586,-133.753494,470.641663,13.879855,-131.95636,468.25882,9.724513,-133.51683,467.013763,-17.114658,-115.205833,514.079041,-0.109258,-0.02168,0.01102, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42654,415,147,406,135,40,0,0,488,1,0.975,0.263281,0.034207,-0.964113,0.02389,0.060562,-0.997879,-49.236439,-149.209198,497.705353,-47.979385,-153.743362,499.064667,-44.124596,-155.918243,500.18634,-39.933346,-154.439468,500.413361,-37.881428,-150.1772,499.612671,-38.922928,-145.370346,498.483337,-43.017914,-143.50264,497.131683,-47.179981,-144.9758,496.904663,8.415127,-137.223312,464.207855,9.928774,-141.712357,466.300232,13.694577,-143.596741,468.720795,17.513527,-141.732071,470.051636,19.1126,-137.209,469.513153,17.548164,-132.717743,467.420776,13.77251,-130.890778,465.000214,9.623719,-132.436234,463.679138,-17.044243,-115.240547,514.196472,-0.105455,-0.020412,0.010289, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42697,413,146,406,135,40,0,0,489,1,0.975,0.253721,0.02304,-0.967003,0.023615,0.055074,-0.998203,-49.59267,-150.18869,500.719055,-48.32785,-154.702484,502.100189,-44.469509,-156.852554,503.180634,-40.282356,-155.359436,503.327454,-38.239517,-151.10289,502.454651,-39.284824,-146.314514,501.294891,-43.385109,-144.47464,499.993073,-47.543453,-145.96048,499.846252,8.347539,-136.930038,463.171051,9.881676,-141.411011,465.259247,13.656361,-143.278168,467.675568,17.467184,-141.397034,469.004547,19.045885,-136.868118,468.467743,17.46088,-132.385086,466.379547,13.676637,-130.57547,463.963257,9.53448,-132.139343,462.644714,-17.056019,-115.284203,514.533936,-0.108156,-0.019907,0.010116, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42730,413,146,406,135,40,0,0,490,1,0.975,0.257787,0.025721,-0.965859,0.029395,0.055679,-0.998016,-49.402504,-149.097076,497.30957,-48.178677,-153.634399,498.685272,-44.344219,-155.833786,499.817108,-40.148491,-154.386246,500.042084,-38.07016,-150.143738,499.228424,-39.076916,-145.334732,498.081299,-43.153416,-143.441742,496.720886,-47.31966,-144.883682,496.495911,8.362399,-137.875381,466.369446,9.860782,-142.352768,468.488068,13.620025,-144.230362,470.906799,17.444574,-142.36795,472.208771,19.058119,-137.85553,471.631317,17.508921,-133.376831,469.512695,13.740414,-131.556305,467.093964,9.587701,-133.096542,465.799713,-17.222691,-115.16024,514.142212,-0.10589,-0.018429,0.010092, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
