millis,mouseX,mouseY,target_x,target_y,target_size,click,Success,frame_number,landmark_detection_success,landmark_detection_confidence,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,eye_lmk_X_0,eye_lmk_Y_0,eye_lmk_Z_0,eye_lmk_X_1,eye_lmk_Y_1,eye_lmk_Z_1,eye_lmk_X_2,eye_lmk_Y_2,eye_lmk_Z_2,eye_lmk_X_3,eye_lmk_Y_3,eye_lmk_Z_3,eye_lmk_X_4,eye_lmk_Y_4,eye_lmk_Z_4,eye_lmk_X_5,eye_lmk_Y_5,eye_lmk_Z_5,eye_lmk_X_6,eye_lmk_Y_6,eye_lmk_Z_6,eye_lmk_X_7,eye_lmk_Y_7,eye_lmk_Z_7,eye_lmk_X_28,eye_lmk_Y_28,eye_lmk_Z_28,eye_lmk_X_29,eye_lmk_Y_29,eye_lmk_Z_29,eye_lmk_X_30,eye_lmk_Y_30,eye_lmk_Z_30,eye_lmk_X_31,eye_lmk_Y_31,eye_lmk_Z_31,eye_lmk_X_32,eye_lmk_Y_32,eye_lmk_Z_32,eye_lmk_X_33,eye_lmk_Y_33,eye_lmk_Z_33,eye_lmk_X_34,eye_lmk_Y_34,eye_lmk_Z_34,eye_lmk_X_35,eye_lmk_Y_35,eye_lmk_Z_35,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30469,0,0,0,0,64,0,0,374,1,0.975,0.113979,0.044133,-0.992502,-0.077475,0.033132,-0.996444,-49.888725,-134.750092,488.94278,-48.320148,-139.184525,490.159576,-44.21022,-141.065262,490.434082,-39.985683,-139.277679,489.605499,-38.133888,-134.887329,488.15918,-39.422401,-130.156937,487.088654,-43.803284,-128.616394,486.667847,-48.00983,-130.377945,487.49646,3.038365,-132.773926,485.015778,4.789715,-137.162292,486.661682,8.952705,-138.923615,487.781036,13.077777,-137.003815,487.71817,14.72509,-132.539322,486.509888,12.940667,-128.167694,484.864014,8.793145,-126.437935,483.744629,4.375013,-128.014359,483.92691,-19.691618,-114.784683,551.82489,-0.130399,0.032984,-0.023732, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30491,0,0,0,0,64,0,0,375,1,0.975,0.106745,0.048683,-0.993094,-0.086881,0.03837,-0.99548,-51.266235,-134.553131,491.443909,-49.72488,-138.996246,492.655426,-45.626102,-140.901962,492.920502,-41.389946,-139.141129,492.083832,-39.510593,-134.763474,490.635529,-40.769268,-130.026047,489.569824,-45.141636,-128.45871,489.158966,-49.359882,-130.193665,489.995636,1.902995,-132.355804,484.999359,3.644923,-136.752762,486.61145,7.809412,-138.529282,487.682709,11.945759,-136.622986,487.585632,13.608168,-132.162476,486.377045,11.834046,-127.782417,484.764954,7.685427,-126.036652,483.693695,3.258039,-127.599007,483.915131,-21.00279,-114.282921,551.884521,-0.12538,0.045048,-0.02434, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30544,0,0,0,0,64,0,0,376,1,0.975,0.104813,0.055007,-0.99297,-0.090347,0.045622,-0.994865,-52.406853,-133.953873,491.142151,-50.866859,-138.394852,492.340881,-46.768806,-140.298706,492.597534,-42.532204,-138.537506,491.76181,-40.651306,-134.161224,490.323212,-41.908703,-129.426376,489.270996,-46.280155,-127.860153,488.867828,-50.499096,-129.59552,489.703583,0.748245,-131.694839,483.790192,2.482151,-136.097,485.368439,6.64459,-137.883881,486.408203,10.78611,-135.987396,486.300415,12.458345,-131.53035,485.108215,10.692906,-127.144981,483.529968,6.546277,-125.38829,482.490204,2.114609,-126.941643,482.726288,-22.344585,-113.680519,551.691589,-0.115857,0.049644,-0.023925, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30575,0,0,0,0,64,0,0,377,1,0.975,0.103586,0.056199,-0.993032,-0.090797,0.04787,-0.994718,-53.251057,-134.183029,490.835144,-51.727554,-138.633926,492.036163,-47.633953,-140.554703,492.290588,-43.387295,-138.807419,491.449371,-41.487751,-134.433914,490.00528,-42.727287,-129.690125,488.950317,-47.09568,-128.106216,488.549835,-51.324585,-129.827606,489.391052,0.018488,-132.020081,483.113098,1.745207,-136.430573,484.684357,5.907521,-138.227798,485.714569,10.055992,-136.337708,485.600281,11.73827,-131.879303,484.408386,9.980117,-127.48558,482.837097,5.833675,-125.71846,481.806885,1.395634,-127.264999,482.05069,-23.103395,-113.855316,550.51062,-0.115488,0.050838,-0.025489, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30597,0,0,0,0,64,0,0,378,1,0.975,0.104314,0.048089,-0.993381,-0.092447,0.040127,-0.994909,-53.480064,-134.559937,489.05365,-51.972206,-139.014999,490.286346,-47.88628,-140.948471,490.551727,-43.635311,-139.214523,489.694366,-41.722454,-134.847549,488.216461,-42.945774,-130.09935,487.126495,-47.307072,-128.504135,486.718384,-51.53965,-130.21167,487.575745,-0.307099,-132.783859,482.175568,1.405516,-137.198273,483.77063,5.562034,-139.006729,484.800171,9.71594,-137.128403,484.661102,11.411442,-132.675903,483.434875,9.667,-128.278885,481.839813,5.527,-126.500793,480.810272,1.085888,-128.032623,481.076965,-23.369026,-114.66021,549.296021,-0.124189,0.052166,-0.028609, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30629,0,0,0,0,64,0,0,379,1,0.975,0.103901,0.050619,-0.993299,-0.092416,0.042884,-0.994797,-53.603233,-135.383667,489.363037,-52.103577,-139.844772,490.584167,-48.021301,-141.787033,490.849976,-43.766987,-140.059509,490.00473,-41.845676,-135.692612,488.543579,-43.060436,-130.939758,487.46698,-47.418732,-129.333923,487.056671,-51.654736,-131.035355,487.901886,-0.403339,-133.530746,481.970642,1.301445,-137.952438,483.555817,5.454752,-139.772003,484.582977,9.61216,-137.90213,484.450409,11.315841,-133.450302,483.235809,9.579332,-129.045746,481.650635,5.442275,-127.256485,480.623474,0.998105,-128.78035,480.884521,-23.378288,-115.547401,549.173828,-0.122265,0.053116,-0.031416, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30660,0,0,0,0,64,0,0,380,1,0.975,0.101857,0.049073,-0.993588,-0.094662,0.040737,-0.994676,-53.613358,-136.284882,490.223328,-52.116726,-140.748093,491.454407,-48.035896,-142.693542,491.721313,-43.780754,-140.968292,490.867645,-41.856915,-136.601578,489.393524,-43.068203,-131.846466,488.305603,-47.425415,-130.237869,487.895538,-51.662136,-131.936859,488.749176,-0.298161,-134.341568,482.618317,1.415508,-138.760742,484.209076,5.573395,-140.572342,485.227631,9.728045,-138.693817,485.077301,11.423365,-134.237976,483.846191,9.678045,-129.836304,482.255402,5.536867,-128.054886,481.236847,1.09546,-129.587128,481.515625,-23.281513,-116.2705,548.99884,-0.125391,0.056638,-0.031756, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30682,0,0,0,0,64,0,0,381,1,0.975,0.099713,0.044689,-0.994012,-0.097357,0.03566,-0.99461,-53.358795,-137.243744,491.380371,-51.851826,-141.705505,492.631348,-47.765083,-143.64267,492.9021,-43.512241,-141.907089,492.033997,-41.59771,-137.534256,490.535553,-42.819675,-132.778961,489.425385,-47.182163,-131.180847,489.013824,-51.416401,-132.889832,489.881927,0.021974,-135.200363,483.889771,1.756584,-139.614716,485.482208,5.92588,-141.408859,486.486786,10.075276,-139.510666,486.315033,11.751993,-135.044861,485.067566,9.986047,-130.648529,483.475159,5.834025,-128.884262,482.470581,1.396925,-130.436508,482.771393,-23.068277,-117.065521,549.097229,-0.133267,0.06028,-0.028994, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30725,0,0,0,0,64,0,0,382,1,0.975,0.100847,0.038404,-0.994161,-0.09668,0.028646,-0.994903,-52.904079,-138.023895,492.763855,-51.393627,-142.486328,494.048279,-47.30373,-144.42186,494.340973,-43.050056,-142.682922,493.47049,-41.13797,-138.307114,491.946777,-42.364414,-133.549118,490.801331,-46.729408,-131.955368,490.369659,-50.963882,-133.667526,491.240112,0.562699,-135.936203,485.403473,2.305398,-140.348251,487.024017,6.479513,-142.133957,488.046417,10.6275,-140.225906,487.871796,12.297047,-135.754776,486.602417,10.522603,-131.361038,484.981873,6.366058,-129.605545,483.959473,1.929712,-131.166443,484.260406,-22.640785,-118.236961,551.095215,-0.142031,0.059912,-0.027372, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30747,0,0,0,0,64,0,0,383,1,0.975,0.095285,0.025753,-0.995117,-0.100435,0.013996,-0.994845,-51.986721,-140.322433,497.405365,-50.47839,-144.794022,498.737183,-46.384823,-146.738754,499.056946,-42.124111,-145.00322,498.177338,-40.206181,-140.623138,496.613617,-41.430336,-135.85376,495.417755,-45.799603,-134.253906,494.962006,-50.040386,-135.962479,495.841614,1.810429,-137.737427,488.868134,3.590508,-142.14035,490.526489,7.786753,-143.893723,491.547333,11.927682,-141.949173,491.332672,13.565069,-137.459564,490.00824,11.753095,-133.076141,488.349884,7.5757,-131.352905,487.329041,3.144867,-132.948685,487.667633,-21.345814,-119.792252,551.999207,-0.163643,0.06667,-0.026292, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30788,0,0,0,0,64,0,0,384,1,0.975,0.093064,-0.00285,-0.995656,-0.101628,-0.015222,-0.994706,-50.604065,-141.910538,499.931549,-49.105705,-146.389877,501.34433,-45.012413,-148.351044,501.694153,-40.742981,-146.630142,500.776093,-38.813442,-142.254959,499.12793,-40.026249,-137.474548,497.843323,-44.396683,-135.863663,497.365295,-48.644825,-137.556686,498.283386,3.304035,-139.748703,493.102783,5.100957,-144.142822,494.843262,9.309286,-145.877335,495.89151,13.449412,-143.914429,495.633484,15.072875,-139.418747,494.220337,13.243061,-135.045532,492.479858,9.055101,-133.341782,491.43161,4.625453,-134.950485,491.806305,-19.671535,-121.786713,553.837158,-0.201936,0.068461,-0.027776, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30830,0,0,0,0,64,0,0,385,1,0.975,0.090163,-0.032712,-0.99539,-0.10153,-0.045818,-0.993777,-49.211407,-144.181702,502.341797,-47.711029,-148.665359,503.833405,-43.612488,-150.632889,504.203033,-39.33873,-148.915955,503.234222,-37.409084,-144.540878,501.494446,-38.622555,-139.752487,500.12204,-42.999134,-138.141083,499.633209,-47.250519,-139.828949,500.60202,4.728708,-142.098267,496.629211,6.553636,-146.477829,498.446106,10.775724,-148.180115,499.530243,14.906522,-146.185837,499.246613,16.502289,-141.678818,497.761322,14.643528,-137.32135,495.944427,10.442989,-135.650406,494.86026,6.021056,-137.287338,495.253174,-18.138224,-124.364006,555.024414,-0.243183,0.070364,-0.027477, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30862,0,0,0,0,64,0,0,386,1,0.975,0.085795,-0.057088,-0.994676,-0.101286,-0.07351,-0.992138,-48.076347,-146.416702,504.683289,-46.536064,-150.889587,506.223755,-42.416473,-152.825775,506.589783,-38.154041,-151.075073,505.566956,-36.261494,-146.684464,503.754456,-37.515522,-141.902023,502.325317,-41.911076,-140.328171,501.847961,-46.151043,-142.048615,502.870789,5.891957,-143.805176,499.151062,7.761359,-148.156601,501.04657,12.001505,-149.803802,502.167328,16.112318,-147.759308,501.856842,17.661118,-143.237427,500.296967,15.756927,-138.909454,498.401459,11.539771,-137.294113,497.28067,7.134404,-138.979446,497.692627,-16.951284,-126.170593,554.573181,-0.279367,0.073921,-0.024033, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30894,0,0,0,0,64,0,0,387,1,0.975,0.084219,-0.077943,-0.993394,-0.096705,-0.094593,-0.990808,-47.493141,-148.923706,508.10791,-45.960495,-153.406708,509.72052,-41.837368,-155.358368,510.119568,-37.562866,-153.618759,509.071289,-35.657658,-149.228668,507.189728,-36.903328,-144.433212,505.682281,-41.303425,-142.848343,505.17807,-45.554256,-144.55719,506.226349,6.767207,-146.368668,503.507751,8.645616,-150.709534,505.498474,12.893597,-152.338669,506.668121,17.005587,-150.27861,506.331482,18.547327,-145.753586,504.685791,16.632782,-141.437347,502.695038,12.409019,-139.840866,501.525421,8.001974,-141.536469,501.953949,-15.793141,-128.007492,553.780884,-0.309388,0.071261,-0.028251, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30927,0,0,0,0,64,0,0,388,1,0.975,0.084344,-0.079698,-0.993244,-0.094497,-0.096525,-0.990835,-47.565598,-150.56485,510.369446,-46.053299,-155.061829,511.988739,-41.937298,-157.035095,512.407593,-37.652122,-155.31189,511.380707,-35.724915,-150.923004,509.509583,-36.949867,-146.114639,507.997406,-41.344208,-144.506836,507.471375,-45.60535,-146.199829,508.498291,6.88619,-148.057663,506.095367,8.74874,-152.40744,508.100983,12.991231,-154.053604,509.280853,17.111435,-152.008713,508.943817,18.670055,-147.487976,507.287323,16.771164,-143.162735,505.281708,12.552764,-141.549301,504.101868,8.138889,-143.228043,504.529144,-15.410707,-129.148224,553.227234,-0.31416,0.071063,-0.035743, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30957,0,0,0,0,64,0,0,389,1,0.975,0.084419,-0.082145,-0.993039,-0.095161,-0.09841,-0.990586,-48.210815,-151.544952,510.778992,-46.710899,-156.047516,512.410583,-42.599922,-158.031631,512.836487,-38.309437,-156.317932,511.807098,-36.370007,-151.931732,509.925537,-37.582138,-147.118073,508.400085,-41.972118,-145.499405,507.868073,-46.238255,-147.182846,508.8974,6.320901,-149.402069,507.416321,8.182076,-153.754471,509.426758,12.425822,-155.404144,510.590454,16.5488,-153.361755,510.2258,18.110292,-148.841324,508.546387,16.212984,-144.513824,506.53598,11.993831,-142.896637,505.372253,7.578181,-144.571579,505.827454,-15.865108,-129.993027,552.219055,-0.318279,0.072528,-0.041096, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31000,0,0,0,0,64,0,0,390,1,0.975,0.085287,-0.077209,-0.99336,-0.095512,-0.093503,-0.991027,-48.856121,-151.617401,509.475403,-47.356422,-156.120377,511.104034,-43.245403,-158.102264,511.529419,-38.954655,-156.38504,510.502319,-37.014908,-151.996017,508.62442,-38.227295,-147.182083,507.102325,-42.616844,-145.565536,506.570435,-46.883221,-147.252518,507.597534,5.564561,-149.179932,505.12085,7.431849,-153.533615,507.108765,11.676418,-155.178009,508.262451,15.794532,-153.126968,507.906036,17.34849,-148.599457,506.248322,15.445345,-144.270523,504.260406,11.225263,-142.658493,503.10675,6.813373,-144.344299,503.555939,-16.697535,-129.932617,550.64624,-0.313247,0.074557,-0.040963, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31022,0,0,0,0,64,0,0,391,1,0.975,0.083544,-0.060751,-0.994651,-0.100249,-0.078823,-0.991835,-49.365868,-151.156082,508.644501,-47.855625,-155.659607,510.207245,-43.741692,-157.630386,510.603302,-39.456669,-155.897614,509.600739,-37.52713,-151.49733,507.786804,-38.750278,-146.685318,506.336761,-43.142273,-145.075821,505.827972,-47.404095,-146.7789,506.830566,5.088209,-148.159821,502.872589,6.985634,-152.514786,504.770294,11.242708,-154.143677,505.857788,15.34864,-152.070328,505.498016,16.874159,-147.526474,503.901764,14.942679,-143.195847,502.004059,10.709722,-141.598022,500.916565,6.307881,-143.312485,501.379364,-17.473837,-129.253113,550.1297,-0.295837,0.079924,-0.036474, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31054,0,0,0,0,64,0,0,392,1,0.975,0.087058,-0.054186,-0.994728,-0.098456,-0.072442,-0.992501,-49.82597,-149.986633,507.278259,-48.287865,-154.47406,508.824524,-44.163265,-156.413025,509.206635,-39.891151,-154.651672,508.200714,-37.990181,-150.24292,506.396027,-39.243237,-145.445663,504.96286,-43.643162,-143.869064,504.467651,-47.89257,-145.60051,505.473572,4.532677,-146.874237,501.430603,6.430064,-151.225494,503.318817,10.685008,-152.850006,504.410339,14.788164,-150.774078,504.065735,16.311901,-146.230835,502.486908,14.380449,-141.903671,500.598694,10.149319,-140.310333,499.507172,5.749395,-142.028564,499.955353,-18.205019,-128.429794,551.018311,-0.285522,0.077248,-0.034365, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31087,0,0,0,0,64,0,0,393,1,0.975,0.088988,-0.048373,-0.994857,-0.098464,-0.06723,-0.992867,-50.411709,-149.28009,508.265045,-48.86158,-153.759216,509.805847,-44.731499,-155.682953,510.190063,-40.463593,-153.908585,509.192596,-38.573814,-149.496552,507.397797,-39.840485,-144.706635,505.971283,-44.244328,-143.145889,505.472809,-48.489735,-144.890503,506.470245,4.070315,-145.963623,502.123596,5.983843,-150.304489,503.99585,10.244734,-151.910568,505.069427,14.340062,-149.819412,504.715485,15.847139,-145.273056,503.141327,13.900091,-140.956451,501.269104,9.6632,-139.381012,500.195496,5.269743,-141.116013,500.65506,-18.889118,-127.191666,551.445679,-0.278146,0.07558,-0.030612, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31119,0,0,0,0,64,0,0,394,1,0.975,0.094661,-0.040175,-0.994699,-0.095693,-0.059174,-0.99365,-50.876526,-148.127869,508.913422,-49.314594,-152.596466,510.436432,-45.181309,-154.502441,510.831177,-40.920143,-152.713638,509.866455,-39.042957,-148.298569,508.107391,-40.32431,-143.518723,506.702728,-44.729008,-141.975311,506.189606,-48.967911,-143.73494,507.154327,3.739655,-144.897537,503.44278,5.662644,-149.229996,505.286987,9.924969,-150.824524,506.343475,14.013089,-148.725723,505.993378,15.509029,-144.179962,504.441772,13.553202,-139.871399,502.597565,9.314539,-138.307037,501.541046,4.927158,-140.051971,501.999603,-19.436987,-125.798119,552.978638,-0.265895,0.069527,-0.027852, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31152,0,0,0,0,64,0,0,395,1,0.975,0.097869,-0.031571,-0.994698,-0.095765,-0.050554,-0.994119,-51.181644,-145.816849,506.296753,-49.618683,-150.277985,507.78363,-45.488914,-152.177734,508.165894,-41.233326,-150.387924,507.219635,-39.360252,-145.977356,505.499146,-40.643295,-141.206528,504.134155,-45.04393,-139.666992,503.630005,-49.277679,-141.428024,504.576294,3.221119,-142.73288,501.080688,5.130044,-147.067261,502.89682,9.384948,-148.67485,503.937714,13.476816,-146.592712,503.593628,14.985742,-142.057205,502.066101,13.044269,-137.746384,500.249969,8.812697,-136.168808,499.209076,4.422871,-137.897644,499.664337,-19.984745,-124.064789,553.459473,-0.250821,0.065947,-0.026818, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31185,0,0,0,0,64,0,0,396,1,0.975,0.096708,-0.018987,-0.995132,-0.098019,-0.03688,-0.994501,-51.947834,-144.52507,506.136932,-50.401623,-148.992401,507.596436,-46.278809,-150.907745,507.970642,-42.015957,-149.133957,507.040375,-40.12537,-144.730133,505.350555,-41.390472,-139.955261,504.016083,-45.785641,-138.397278,503.516846,-50.026966,-140.142731,504.447113,2.549457,-141.379608,499.626831,4.445298,-145.726059,501.395874,8.696615,-147.353363,502.413055,12.797037,-145.287308,502.08255,14.322069,-140.754379,500.597961,12.394273,-136.430786,498.828949,8.165553,-134.833099,497.811768,3.767957,-136.547531,498.258331,-20.706951,-122.401833,552.597229,-0.235064,0.06859,-0.027301, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31229,0,0,0,0,64,0,0,397,1,0.975,0.095564,-0.011066,-0.995362,-0.09983,-0.026361,-0.994655,-52.654186,-143.016083,503.765991,-51.137917,-147.491852,505.216278,-47.029099,-149.434021,505.587036,-42.755882,-147.689545,504.661041,-40.836826,-143.300278,502.980774,-42.069996,-138.519348,501.656342,-46.453472,-136.932159,501.159698,-50.704987,-138.648453,502.085693,1.823957,-140.40448,497.365479,3.687689,-144.769211,499.104492,7.927279,-146.433472,500.108002,12.043692,-144.401428,499.788116,13.603127,-139.879166,498.332245,11.707645,-135.536697,496.593201,7.490047,-133.902039,495.589722,3.079168,-135.582016,496.028625,-21.438417,-120.944221,550.473755,-0.222114,0.070508,-0.029233, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31262,0,0,0,0,64,0,0,398,1,0.975,0.09559,0.007145,-0.995395,-0.099716,-0.005699,-0.995,-53.127636,-141.648666,501.94632,-51.641499,-146.138992,503.349823,-47.546253,-148.110611,503.718292,-43.261196,-146.393494,502.835907,-41.311638,-142.01268,501.219543,-42.513565,-137.221542,499.948822,-46.885639,-135.599304,499.447571,-51.149269,-137.289276,500.329956,1.318792,-139.048676,493.763641,3.146162,-143.439255,495.451019,7.372488,-145.148972,496.448303,11.507456,-143.15535,496.171326,13.106598,-138.641083,494.782318,11.247675,-134.2715,493.09494,7.041946,-132.5914,492.097656,2.614382,-134.234543,492.498138,-21.766466,-119.543953,548.602783,-0.198726,0.070994,-0.033862, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31306,0,0,0,0,64,0,0,399,1,0.975,0.093848,0.030627,-0.995115,-0.101445,0.019409,-0.994652,-53.691483,-142.637878,512.183472,-52.244331,-147.154343,513.543457,-48.161324,-149.171677,513.940613,-43.852711,-147.493301,513.142273,-41.857346,-143.119949,511.61615,-43.019466,-138.306351,510.400146,-47.382534,-136.631989,509.859039,-51.670048,-138.285522,510.657318,1.519783,-140.513931,504.643707,3.381155,-144.909302,506.235413,7.63297,-146.606842,507.135437,11.770091,-144.593048,506.816589,13.348902,-140.062103,505.465607,11.458918,-135.687302,503.873901,7.227517,-134.016846,502.973877,2.796327,-135.684647,503.428528,-21.236078,-117.309776,547.986206,-0.179589,0.070619,-0.036133, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31338,0,0,0,0,64,0,0,400,1,0.975,0.093656,0.069227,-0.993195,-0.096115,0.062811,-0.993386,-52.857517,-145.868378,537.088135,-51.438778,-150.438721,538.414673,-47.345612,-152.516357,538.92926,-42.990433,-150.869339,538.330383,-40.939625,-146.476669,536.968994,-42.07745,-141.610031,535.809753,-46.452194,-139.869858,535.127869,-50.785934,-141.49678,535.726685,2.688584,-142.654556,525.315063,4.652613,-147.057098,526.704834,8.974833,-148.698273,527.473022,13.110484,-146.600555,527.169739,14.620265,-142.005768,525.972534,12.632602,-137.621643,524.582764,8.3286,-136.003296,523.814514,3.888622,-137.770523,524.276917,-19.510605,-114.85817,552.388489,-0.155123,0.061639,-0.029567, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31360,0,0,0,0,64,0,0,401,1,0.975,0.103969,0.089519,-0.990544,-0.086159,0.085046,-0.992645,-50.987671,-140.264236,530.27533,-49.582047,-144.845825,531.481018,-45.494003,-146.949295,531.977783,-41.131058,-145.328308,531.47467,-39.063316,-140.945038,530.266296,-40.187565,-136.07402,529.243591,-44.558926,-134.297821,528.563843,-48.901695,-135.900955,529.067017,4.717916,-137.357529,519.209351,6.700335,-141.758026,520.500732,11.032676,-143.393356,521.270386,15.166039,-141.289764,521.067444,16.662912,-136.690842,520.010803,14.657592,-132.306427,518.719421,10.340944,-130.693481,517.949768,5.89895,-132.47583,518.319275,-17.591192,-110.812401,552.601807,-0.129971,0.04386,-0.028458, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31393,0,0,0,0,64,0,0,402,1,0.975,0.11053,0.09316,-0.989497,-0.079974,0.087112,-0.992983,-49.656425,-134.710678,521.164978,-48.216785,-139.252518,522.301636,-44.127514,-141.310089,522.734131,-39.797131,-139.664917,522.209229,-37.775623,-135.29361,521.034302,-38.933968,-130.463837,520.08075,-43.30476,-128.731049,519.465088,-47.616352,-130.358017,519.990051,6.039845,-132.898132,514.355286,7.954933,-137.296432,515.694885,12.24256,-138.978973,516.548828,16.380854,-136.942978,516.41687,17.928139,-132.3918,515.376343,15.988287,-128.008514,514.036743,11.715126,-126.350182,513.1828,7.272076,-128.060745,513.472717,-16.248308,-106.919067,553.433899,-0.111125,0.033923,-0.030789, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31423,0,0,0,0,64,0,0,403,1,0.975,0.113897,0.092224,-0.989203,-0.079716,0.08526,-0.993165,-48.248413,-128.077896,508.517059,-46.756672,-132.564362,509.618683,-42.661312,-134.55098,509.981995,-38.375526,-132.861511,509.394135,-36.422432,-128.499557,508.199493,-37.633698,-123.723572,507.275208,-42.007038,-122.063896,506.734558,-46.27515,-123.733635,507.322418,6.469246,-126.716957,503.358185,8.28257,-131.117599,504.757874,12.506009,-132.871735,505.708588,16.656256,-130.932999,505.653412,18.282881,-126.44693,504.624664,16.442286,-122.060211,503.224945,12.23196,-120.332672,502.274231,7.783731,-121.939514,502.476929,-15.774452,-102.855217,554.313416,-0.090817,0.030856,-0.029569, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31456,0,0,0,0,64,0,0,404,1,0.975,0.113926,0.102464,-0.988191,-0.079007,0.096012,-0.99224,-47.712185,-122.871658,500.418945,-46.188744,-127.326523,501.441772,-42.088734,-129.2733,501.739929,-37.828148,-127.560165,501.138794,-35.914108,-123.204666,499.990479,-37.156796,-118.461952,499.14682,-41.53344,-116.839035,498.669495,-45.777973,-118.532333,499.27063,6.378094,-121.384911,494.811279,8.154151,-125.78019,496.17691,12.34865,-127.558846,497.155182,16.496502,-125.659744,497.173065,18.148376,-121.204048,496.220062,16.344666,-116.821045,494.854462,12.16149,-115.069557,493.87619,7.716673,-116.639214,494.006012,-15.920991,-98.765709,553.979492,-0.065537,0.028839,-0.025692, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
