millis,mouseX,mouseY,target_x,target_y,target_size,click,Success,frame_number,landmark_detection_success,landmark_detection_confidence,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,eye_lmk_X_0,eye_lmk_Y_0,eye_lmk_Z_0,eye_lmk_X_1,eye_lmk_Y_1,eye_lmk_Z_1,eye_lmk_X_2,eye_lmk_Y_2,eye_lmk_Z_2,eye_lmk_X_3,eye_lmk_Y_3,eye_lmk_Z_3,eye_lmk_X_4,eye_lmk_Y_4,eye_lmk_Z_4,eye_lmk_X_5,eye_lmk_Y_5,eye_lmk_Z_5,eye_lmk_X_6,eye_lmk_Y_6,eye_lmk_Z_6,eye_lmk_X_7,eye_lmk_Y_7,eye_lmk_Z_7,eye_lmk_X_28,eye_lmk_Y_28,eye_lmk_Z_28,eye_lmk_X_29,eye_lmk_Y_29,eye_lmk_Z_29,eye_lmk_X_30,eye_lmk_Y_30,eye_lmk_Z_30,eye_lmk_X_31,eye_lmk_Y_31,eye_lmk_Z_31,eye_lmk_X_32,eye_lmk_Y_32,eye_lmk_Z_32,eye_lmk_X_33,eye_lmk_Y_33,eye_lmk_Z_33,eye_lmk_X_34,eye_lmk_Y_34,eye_lmk_Z_34,eye_lmk_X_35,eye_lmk_Y_35,eye_lmk_Z_35,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz
18753,960,540,0,0,32,0,0,21, 1, 0.975000, 0.198292, 0.491936, -0.847749, 0.052119, 0.522921, -0.850786, -101.850983, -133.807419, 390.168915, -101.028053, -138.000793, 389.381714, -97.320297, -139.805878, 387.529663, -92.929413, -138.188354, 385.697632, -90.408875, -134.128342, 384.958832, -90.802620, -129.806808, 385.862061, -94.871124, -128.143143, 387.598083, -99.288383, -129.714645, 389.430115, -49.195717, -133.849365, 364.864136, -48.864964, -138.743011, 366.268921, -45.658249, -141.847153, 368.019135, -41.435837, -141.310028, 369.089508, -38.702084, -137.430649, 368.853058, -39.076519, -132.514816, 367.448242, -42.308926, -129.457886, 365.698029, -46.772202, -129.642151, 364.726318, -78.059753, -126.340515, 475.302094, 0.611231, 0.123519, -0.200206, 
18785,960,540,0,0,32,0,0,22, 1, 0.975000, 0.201191, 0.439921, -0.875209, 0.007286, 0.465548, -0.884993, -101.012886, -142.302414, 402.740570, -100.044296, -146.520584, 402.305847, -96.270584, -148.452881, 401.075409, -91.923241, -146.980957, 399.770050, -89.536629, -142.989426, 399.154419, -90.130188, -138.629059, 399.746582, -94.232063, -136.851410, 400.819580, -98.596718, -138.291687, 402.124939, -50.525280, -153.768295, 409.672394, -49.903030, -158.460083, 410.572723, -46.444435, -161.288376, 411.558228, -42.169426, -160.578308, 412.051636, -39.599880, -156.740234, 411.763885, -40.247124, -152.040588, 410.863556, -43.714352, -149.237930, 409.878021, -48.234348, -149.634933, 409.552643, -74.834259, -130.939148, 479.421906, 0.577338, 0.112168, -0.166091, 
18818,960,540,0,0,32,0,0,23, 1, 0.975000, 0.204048, 0.427051, -0.880904, -0.003301, 0.439454, -0.898259, -98.454277, -147.651810, 406.164215, -97.447243, -151.917206, 405.925385, -93.660881, -153.884399, 404.886383, -89.333290, -152.410614, 403.655884, -86.990517, -148.380676, 402.954651, -87.635544, -143.961914, 403.351990, -91.742798, -142.164917, 404.232483, -96.083107, -143.608292, 405.462982, -46.751427, -156.398026, 407.171875, -46.107841, -161.123123, 408.499329, -42.677902, -163.892441, 409.849213, -38.464931, -163.057770, 410.430756, -35.962334, -159.103714, 409.903320, -36.642048, -154.372452, 408.575836, -40.080341, -151.639862, 407.225952, -44.535950, -152.138367, 406.765198, -72.137146, -135.199936, 481.280884, 0.553480, 0.103583, -0.142565, 
18851,960,540,0,0,32,0,0,24, 1, 0.975000, 0.197135, 0.409604, -0.890709, -0.005736, 0.427065, -0.904203, -94.892876, -150.514313, 404.141357, -93.834824, -154.877930, 404.232452, -90.021568, -156.901352, 403.483124, -85.707085, -155.402740, 402.332336, -83.415085, -151.281433, 401.454224, -84.130272, -146.742401, 401.518158, -88.252602, -144.919815, 402.112457, -92.572281, -146.388107, 403.263245, -43.447475, -159.172714, 407.099396, -42.681873, -163.884720, 408.297089, -39.173847, -166.596497, 409.568085, -34.972191, -165.695435, 410.167847, -32.561653, -161.704407, 409.745056, -33.360424, -156.985443, 408.547394, -36.877155, -154.307770, 407.276398, -41.332577, -154.888641, 406.810211, -69.846626, -139.863892, 484.548676, 0.521965, 0.085402, -0.117690, 
18883,960,540,0,0,32,0,0,25, 1, 0.975000, 0.200418, 0.398040, -0.895208, -0.013915, 0.420181, -0.907334, -90.290031, -151.437759, 398.018311, -89.187355, -155.822296, 398.154999, -85.343201, -157.818115, 397.408875, -81.030960, -156.259171, 396.217041, -78.773247, -152.081436, 395.277649, -79.531799, -147.516037, 395.291260, -83.684868, -145.728973, 395.887054, -88.001938, -147.255707, 397.078918, -40.070457, -161.671005, 407.244507, -39.277405, -166.369415, 408.449646, -35.788563, -169.064392, 409.789917, -31.640118, -168.152542, 410.480164, -29.285929, -164.161835, 410.116089, -30.112507, -159.454681, 408.910919, -33.611969, -156.794632, 407.570679, -38.018669, -157.390335, 407.008118, -67.124908, -144.026871, 487.056885, 0.496383, 0.063466, -0.096358, 
18905,960,540,0,0,32,0,0,26, 1, 0.975000, 0.209723, 0.367156, -0.906208, -0.014272, 0.405071, -0.914174, -87.652817, -156.069138, 401.640503, -86.575645, -160.504761, 402.057220, -82.769600, -162.593292, 401.641724, -78.483734, -161.108383, 400.637421, -76.230927, -156.940002, 399.632629, -76.986740, -152.312393, 399.372192, -81.089737, -150.448517, 399.631409, -85.372398, -151.904922, 400.635712, -36.582455, -164.170654, 406.766602, -35.710781, -168.851349, 408.025574, -32.214725, -171.487274, 409.475769, -28.133785, -170.508057, 410.267670, -25.883453, -166.480331, 409.937408, -26.790415, -161.789810, 408.678467, -30.298439, -159.191055, 407.228271, -34.645733, -159.859848, 406.552948, -63.746185, -148.046356, 489.428070, 0.468844, 0.039834, -0.084927, 
18938,960,540,0,0,32,0,0,27, 1, 0.975000, 0.203946, 0.328092, -0.922367, -0.019286, 0.382443, -0.923778, -84.883606, -159.074936, 401.975159, -83.825630, -163.524628, 402.381409, -80.029144, -165.615402, 401.890503, -75.739090, -164.120041, 400.790039, -73.470261, -159.936310, 399.724640, -74.197990, -155.297592, 399.465637, -78.297363, -153.430222, 399.809265, -82.584999, -154.894730, 400.909729, -33.553558, -165.973206, 405.610291, -32.628273, -170.636856, 406.879944, -29.116549, -173.231491, 408.354584, -25.067055, -172.210480, 409.170380, -22.877178, -168.164963, 408.849457, -23.838242, -163.491501, 407.579773, -27.361952, -160.934662, 406.105133, -31.681749, -161.649109, 405.403168, -61.014519, -151.465576, 490.799133, 0.421868, 0.026378, -0.075530, 
18971,960,540,0,0,32,0,0,28, 1, 0.975000, 0.197416, 0.327921, -0.923848, -0.025901, 0.394508, -0.918527, -82.970520, -162.919373, 404.759491, -81.873215, -167.341858, 405.057770, -78.060532, -169.364197, 404.442169, -73.787399, -167.801636, 403.273315, -71.556343, -163.592026, 402.235901, -72.316322, -158.983582, 402.082367, -76.435112, -157.179214, 402.553223, -80.709091, -158.709900, 403.722076, -31.433899, -169.923157, 410.635925, -30.407761, -174.600952, 411.864471, -26.789835, -177.139786, 413.237396, -22.692991, -176.027023, 413.950409, -20.541391, -171.909409, 413.585907, -21.601896, -167.224365, 412.357330, -25.228987, -164.721451, 410.984436, -29.600609, -165.531219, 410.396271, -57.910480, -153.623215, 488.626099, 0.405403, 0.033569, -0.081479, 
18993,960,540,0,0,32,0,0,29, 1, 0.975000, 0.205062, 0.308468, -0.928869, -0.020908, 0.389178, -0.920925, -82.086487, -168.012192, 411.465607, -80.964401, -172.447784, 411.858856, -77.141426, -174.502243, 411.456696, -72.875298, -172.969650, 410.494690, -70.666977, -168.766617, 409.536346, -71.469437, -164.140869, 409.304474, -75.588860, -162.306763, 409.545258, -79.852280, -163.812653, 410.507263, -29.448509, -172.287338, 412.673279, -28.357485, -176.964401, 413.863556, -24.695545, -179.473740, 415.220703, -20.601164, -178.320511, 415.949738, -18.496569, -174.174866, 415.623596, -19.621181, -169.490189, 414.433350, -23.292490, -167.016083, 413.076202, -27.667162, -167.873032, 412.476044, -56.576862, -157.113708, 491.774048, 0.373252, 0.007213, -0.060927, 
19049,960,540,0,0,32,0,0,30, 1, 0.975000, 0.199227, 0.336585, -0.920336, -0.032031, 0.402443, -0.914884, -81.671761, -173.622345, 419.596069, -80.442673, -177.976013, 419.907471, -76.589943, -179.900711, 419.463287, -72.387520, -178.268326, 418.523682, -70.297340, -174.052811, 417.639099, -71.211609, -169.505325, 417.493378, -75.355270, -167.800369, 417.771881, -79.557419, -169.407715, 418.711487, -28.020426, -175.683807, 417.247559, -26.871126, -180.364502, 418.510742, -23.152754, -182.807632, 419.835419, -19.039585, -181.556931, 420.445618, -16.965385, -177.342499, 419.983887, -18.149105, -172.658218, 418.720703, -21.873014, -170.250626, 417.396027, -26.265598, -171.199646, 416.913055, -54.470287, -159.126205, 490.515045, 0.378719, 0.016384, -0.057961, 
