millis,mouseX,mouseY,target_x,target_y,target_size,click,Success,frame_number,landmark_detection_success,landmark_detection_confidence,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,eye_lmk_X_0,eye_lmk_Y_0,eye_lmk_Z_0,eye_lmk_X_1,eye_lmk_Y_1,eye_lmk_Z_1,eye_lmk_X_2,eye_lmk_Y_2,eye_lmk_Z_2,eye_lmk_X_3,eye_lmk_Y_3,eye_lmk_Z_3,eye_lmk_X_4,eye_lmk_Y_4,eye_lmk_Z_4,eye_lmk_X_5,eye_lmk_Y_5,eye_lmk_Z_5,eye_lmk_X_6,eye_lmk_Y_6,eye_lmk_Z_6,eye_lmk_X_7,eye_lmk_Y_7,eye_lmk_Z_7,eye_lmk_X_28,eye_lmk_Y_28,eye_lmk_Z_28,eye_lmk_X_29,eye_lmk_Y_29,eye_lmk_Z_29,eye_lmk_X_30,eye_lmk_Y_30,eye_lmk_Z_30,eye_lmk_X_31,eye_lmk_Y_31,eye_lmk_Z_31,eye_lmk_X_32,eye_lmk_Y_32,eye_lmk_Z_32,eye_lmk_X_33,eye_lmk_Y_33,eye_lmk_Z_33,eye_lmk_X_34,eye_lmk_Y_34,eye_lmk_Z_34,eye_lmk_X_35,eye_lmk_Y_35,eye_lmk_Z_35,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz
19241,1146,281,0,0,32,0,0,11, 1, 0.975000, 0.151442, 0.156344, -0.976023, -0.071732, 0.167502, -0.983259, -62.538261, -182.727066, 520.022766, -61.210522, -187.358810, 520.455627, -57.136242, -189.484024, 520.183838, -52.715706, -187.854996, 519.366577, -50.540852, -183.439896, 518.482605, -51.535522, -178.584473, 518.239624, -55.927162, -176.706543, 518.321533, -60.344215, -178.315903, 519.138794, -1.164210, -174.903885, 496.690613, 0.664479, -179.506073, 498.184357, 4.842796, -181.405197, 499.684326, 8.922431, -179.463303, 500.311859, 10.488929, -174.820190, 499.699371, 8.625277, -170.221268, 498.205627, 4.447917, -168.358200, 496.705627, 0.035282, -170.004303, 496.193512, -23.678703, -140.109604, 504.150238, -0.075295, 0.004820, -0.042645, 
19271,1146,281,0,0,32,0,0,12, 1, 0.975000, 0.153641, 0.158837, -0.975277, -0.084719, 0.148513, -0.985275, -61.446182, -179.660980, 509.959106, -60.107010, -184.271774, 510.457367, -56.049770, -186.387115, 510.294250, -51.663963, -184.763763, 509.565308, -49.522530, -180.365753, 508.697510, -50.540276, -175.528580, 508.392792, -54.906113, -173.663879, 508.362366, -59.286579, -175.268723, 509.091309, -1.162253, -170.094131, 481.560638, 0.575922, -174.695953, 483.075287, 4.680004, -176.661575, 484.645294, 8.746655, -174.812561, 485.350952, 10.367682, -170.233124, 484.778931, 8.592777, -165.632843, 483.264282, 4.487631, -163.705429, 481.694305, 0.094287, -165.256699, 481.096375, -23.590048, -140.197418, 503.739197, -0.068854, 0.009868, -0.045525, 
19293,1146,281,0,0,32,0,0,13, 1, 0.975000, 0.146679, 0.153607, -0.977185, -0.094777, 0.141968, -0.985323, -61.792114, -181.044968, 512.827515, -60.379570, -185.591370, 513.335388, -56.317039, -187.628098, 513.260071, -51.995495, -185.957703, 512.645752, -49.950611, -181.570038, 511.852234, -51.057083, -176.792831, 511.546204, -55.415749, -175.009232, 511.419708, -59.731377, -176.663559, 512.034058, -1.248456, -166.131699, 469.704803, 0.439672, -170.741623, 471.284546, 4.497805, -172.740341, 472.942688, 8.550133, -170.928055, 473.707886, 10.195208, -166.367096, 473.131927, 8.467878, -161.758102, 471.552185, 4.407666, -159.800339, 469.894043, 0.031503, -161.310715, 469.226318, -23.573353, -140.286835, 503.598511, -0.066919, 0.012861, -0.047593, 
19337,1146,281,0,0,32,0,0,14, 1, 0.975000, 0.142039, 0.131332, -0.981110, -0.098297, 0.139764, -0.985294, -62.005005, -181.790039, 513.865479, -60.683811, -186.362137, 514.602295, -56.697655, -188.502930, 514.819336, -52.391094, -186.949860, 514.389526, -50.295292, -182.622223, 513.564636, -51.328724, -177.815323, 513.034546, -55.601093, -175.934937, 512.610779, -59.895737, -177.474503, 513.040588, -1.139866, -168.661255, 476.575531, 0.587202, -173.231354, 478.048126, 4.668595, -175.189926, 479.571808, 8.714131, -173.363342, 480.254028, 10.328700, -168.822601, 479.695160, 8.565742, -164.253922, 478.222565, 4.483396, -162.332596, 476.698883, 0.114092, -163.864563, 476.127869, -23.599966, -140.348724, 503.681305, -0.066330, 0.012318, -0.047307, 
19371,1146,281,0,0,32,0,0,15, 1, 0.975000, 0.145861, 0.153500, -0.977324, -0.098724, 0.133921, -0.986062, -61.573803, -180.145752, 509.722900, -60.222672, -184.684341, 510.229156, -56.216026, -186.796509, 510.323395, -51.908653, -185.239365, 509.950409, -49.829189, -180.932907, 509.328705, -50.888191, -176.172455, 509.045013, -55.183781, -174.301147, 508.728180, -59.483425, -175.847214, 509.101166, -1.123478, -166.093719, 468.874359, 0.602658, -170.645981, 470.344574, 4.671433, -172.592499, 471.860809, 8.699988, -170.766510, 472.534821, 10.302835, -166.238754, 471.971802, 8.540505, -161.688110, 470.501587, 4.470904, -159.779144, 468.985382, 0.119621, -161.311127, 468.422180, -23.585442, -140.325546, 503.318146, -0.062809, 0.014990, -0.048727, 
19404,1146,281,0,0,32,0,0,16, 1, 0.975000, 0.139593, 0.132256, -0.981337, -0.091785, 0.124560, -0.987958, -61.574242, -180.449417, 509.541687, -60.235916, -184.959747, 510.080994, -56.259491, -187.055359, 510.174652, -51.982658, -185.502777, 509.767822, -49.916443, -181.219910, 509.098755, -50.963303, -176.486572, 508.775635, -55.227566, -174.634201, 508.465790, -59.496296, -176.174881, 508.872650, -0.971328, -165.554260, 466.816193, 0.708340, -170.097931, 468.301056, 4.719850, -172.071777, 469.885620, 8.715144, -170.292191, 470.641693, 10.327716, -165.801636, 470.126373, 8.611116, -161.257980, 468.641541, 4.597022, -159.322830, 467.056946, 0.279860, -160.808899, 466.404724, -23.544146, -140.245560, 502.874542, -0.064290, 0.014170, -0.048218, 
19448,1146,281,0,0,32,0,0,17, 1, 0.975000, 0.140586, 0.129466, -0.981567, -0.087696, 0.130128, -0.987611, -61.458267, -180.850464, 509.853577, -60.164127, -185.394058, 510.669556, -56.252567, -187.569916, 511.175964, -52.020084, -186.092255, 511.076080, -49.957066, -181.832062, 510.428497, -50.992214, -177.054718, 509.842468, -55.171051, -175.135925, 509.106110, -59.387917, -176.605988, 509.205963, -0.879295, -164.265778, 462.944244, 0.762609, -168.818817, 464.500000, 4.733644, -170.813156, 466.179871, 8.710099, -169.051422, 466.999817, 10.335125, -164.565338, 466.479553, 8.654297, -160.011826, 464.923798, 4.679742, -158.058609, 463.243927, 0.381469, -159.522095, 462.516968, -23.510723, -140.258850, 502.848511, -0.061411, 0.014142, -0.048140, 
19482,1146,281,0,0,32,0,0,18, 1, 0.975000, 0.144659, 0.131489, -0.980706, -0.096910, 0.132818, -0.986391, -60.910732, -179.260193, 505.498596, -59.584637, -183.742615, 506.115601, -55.648979, -185.822388, 506.259918, -51.417976, -184.274277, 505.847046, -49.376842, -180.013992, 505.118805, -50.416763, -175.304550, 504.711639, -54.635792, -173.474106, 504.357483, -58.857227, -175.009689, 504.770355, -0.909010, -164.072464, 462.450653, 0.746305, -168.611511, 463.969574, 4.743515, -170.586243, 465.545776, 8.742185, -168.812241, 466.255920, 10.373465, -164.329544, 465.684052, 8.680631, -159.791718, 464.165161, 4.681850, -157.856079, 462.588959, 0.365067, -159.331268, 461.980286, -23.417416, -140.158508, 502.226746, -0.060292, 0.014983, -0.048300, 
19503,1146,281,0,0,32,0,0,19, 1, 0.975000, 0.138753, 0.128746, -0.981923, -0.092479, 0.137150, -0.986224, -61.048775, -179.753006, 506.521606, -59.744015, -184.255493, 507.202179, -55.827053, -186.386948, 507.526001, -51.598701, -184.890060, 507.303375, -49.544476, -180.648148, 506.664703, -50.577496, -175.918762, 506.208466, -54.769394, -174.035629, 505.660309, -58.985600, -175.523407, 505.882935, -0.914079, -161.765060, 456.107178, 0.697516, -166.321716, 457.599792, 4.651046, -168.356781, 459.249084, 8.633941, -166.649429, 460.088898, 10.286040, -162.198349, 459.627319, 8.636163, -157.639587, 458.134674, 4.677861, -155.645142, 456.485413, 0.375716, -157.056625, 455.743805, -23.388893, -140.091461, 501.620300, -0.063012, 0.012649, -0.048220, 
19536,1146,281,0,0,32,0,0,20, 1, 0.975000, 0.137548, 0.137272, -0.980937, -0.100881, 0.140973, -0.984860, -60.957527, -179.534592, 505.921814, -59.653210, -184.025375, 506.546509, -55.737152, -186.152893, 506.824280, -51.509510, -184.662964, 506.592407, -49.454548, -180.434647, 505.986694, -50.484169, -175.720825, 505.587830, -54.677151, -173.836426, 505.084198, -58.893810, -175.317444, 505.316071, -0.977507, -161.048187, 453.927521, 0.612422, -165.622925, 455.486694, 4.567572, -167.670502, 457.164581, 8.573871, -165.961868, 457.978271, 10.256410, -161.497299, 457.451141, 8.626748, -156.921692, 455.891968, 4.667615, -154.915970, 454.214081, 0.344853, -156.321838, 453.493530, -23.322645, -140.224854, 501.937988, -0.059064, 0.013172, -0.048390, 
19569,1146,281,0,0,32,0,0,21, 1, 0.975000, 0.134163, 0.137903, -0.981317, -0.104202, 0.138739, -0.984832, -60.895893, -179.319748, 505.249023, -59.615574, -183.851364, 506.033356, -55.720261, -186.028412, 506.515228, -51.496857, -184.564819, 506.412323, -49.430046, -180.323181, 505.784973, -50.450138, -175.560776, 505.230957, -54.613571, -173.637161, 504.518768, -58.821869, -175.093338, 504.621643, -1.010267, -159.375244, 449.178131, 0.553178, -163.964096, 450.729187, 4.492126, -166.048157, 452.440735, 8.503051, -164.376328, 453.310120, 10.207924, -159.926315, 452.828094, 8.604121, -155.335098, 451.277039, 4.659660, -153.293823, 449.565491, 0.332674, -154.663452, 448.787903, -23.304920, -140.195786, 501.808014, -0.057466, 0.014182, -0.048419, 
19601,1146,281,0,0,32,0,0,22, 1, 0.975000, 0.138536, 0.131085, -0.981644, -0.098548, 0.136600, -0.985712, -61.021721, -179.956512, 507.008087, -59.738773, -184.445648, 507.710938, -55.854191, -186.591446, 508.093842, -51.649052, -185.127670, 507.932495, -49.595806, -180.917389, 507.321381, -50.612206, -176.202362, 506.846252, -54.768490, -174.303513, 506.235626, -58.960693, -175.759308, 506.396973, -0.894204, -162.090820, 456.890106, 0.717464, -166.640884, 458.388855, 4.681072, -168.666214, 460.004333, 8.677392, -166.952133, 460.790253, 10.338572, -162.502060, 460.286194, 8.688931, -157.951096, 458.787445, 4.721645, -155.965729, 457.171936, 0.408285, -157.382126, 456.486023, -23.348677, -140.184525, 501.918671, -0.058225, 0.013823, -0.047991, 
19645,1146,281,0,0,32,0,0,23, 1, 0.975000, 0.146664, 0.137616, -0.979567, -0.107353, 0.148383, -0.983086, -60.828949, -179.062897, 504.864899, -59.514389, -183.547043, 505.567627, -55.601398, -185.647476, 505.851227, -51.389740, -184.125153, 505.549530, -49.355000, -179.879486, 504.839264, -50.395081, -175.165314, 504.351898, -54.583847, -173.317917, 503.852966, -58.783493, -174.829407, 504.154633, -1.066521, -161.310181, 455.286041, 0.550488, -165.879105, 456.737915, 4.527233, -167.930237, 458.346344, 8.537648, -166.233932, 459.169128, 10.205888, -161.782196, 458.724304, 8.551279, -157.210861, 457.272430, 4.569656, -155.199509, 455.664001, 0.240218, -156.601181, 454.945648, -23.466122, -140.085297, 501.967560, -0.054875, 0.015001, -0.047274, 
19668,1146,281,0,0,32,0,0,24, 1, 0.975000, 0.144536, 0.136904, -0.979983, -0.107066, 0.143198, -0.983886, -61.250294, -179.547531, 506.261566, -59.942657, -184.048660, 507.010193, -56.028313, -186.164017, 507.342285, -51.807701, -184.645126, 507.063293, -49.762470, -180.389236, 506.336639, -50.798100, -175.655380, 505.803894, -54.986946, -173.796646, 505.255920, -59.194485, -175.304871, 505.534912, -1.142427, -162.499329, 458.481812, 0.469749, -167.056335, 459.951355, 4.444605, -169.092163, 461.534210, 8.456277, -167.386612, 462.303162, 10.128456, -162.938034, 461.807770, 8.479029, -158.380020, 460.338226, 4.500557, -156.383316, 458.755371, 0.172399, -157.791718, 458.090668, -23.651302, -140.078690, 502.083313, -0.052842, 0.015524, -0.046794, 
19700,1146,281,0,0,32,0,0,25, 1, 0.975000, 0.134348, 0.133531, -0.981896, -0.115855, 0.146153, -0.982455, -61.644993, -179.470169, 506.336823, -60.336781, -183.950684, 506.998993, -56.423370, -186.051788, 507.243439, -52.204720, -184.534714, 506.926941, -50.159897, -180.295792, 506.234924, -51.190456, -175.587906, 505.788727, -55.381935, -173.736267, 505.328308, -59.589485, -175.242554, 505.644806, -1.582068, -161.781616, 456.541412, 0.053277, -166.332565, 457.973480, 4.050034, -168.351593, 459.505096, 8.069099, -166.628952, 460.239044, 9.730389, -162.173279, 459.745392, 8.058555, -157.621643, 458.313324, 4.058733, -155.640808, 456.781708, -0.277414, -157.068848, 456.157837, -23.834995, -139.973129, 501.946167, -0.053132, 0.017125, -0.049483, 
19733,1146,281,0,0,32,0,0,26, 1, 0.975000, 0.139593, 0.139872, -0.980280, -0.111956, 0.148891, -0.982495, -62.133427, -180.098328, 508.390015, -60.807419, -184.579742, 509.074371, -56.885288, -186.664536, 509.326569, -52.672398, -185.123276, 508.998810, -50.644657, -180.866745, 508.283142, -51.694473, -176.154449, 507.812836, -55.893066, -174.323273, 507.346588, -60.094582, -175.853348, 507.674316, -1.724252, -163.070282, 460.197601, -0.083844, -167.611526, 461.593201, 3.915404, -169.622726, 463.079742, 7.932747, -167.899704, 463.786469, 9.589934, -163.451370, 463.299347, 7.914302, -158.909576, 461.903748, 3.912310, -156.935196, 460.417206, -0.421544, -158.365463, 459.825012, -24.084808, -139.827484, 501.763519, -0.050102, 0.018186, -0.050199, 
19767,1146,281,0,0,32,0,0,27, 1, 0.975000, 0.138458, 0.142212, -0.980105, -0.116045, 0.150775, -0.981733, -61.732010, -177.282059, 501.127075, -60.415802, -181.776260, 501.765808, -56.484547, -183.880920, 501.993866, -52.248604, -182.355392, 501.677612, -50.197048, -178.100967, 501.002350, -51.234394, -173.379929, 500.581635, -55.444653, -171.523941, 500.135559, -59.669773, -173.038635, 500.451782, -2.064265, -162.504578, 458.650848, -0.406670, -167.043671, 460.016449, 3.598504, -169.053360, 461.513519, 7.607709, -167.330307, 462.265106, 9.247612, -162.882599, 461.830933, 7.554874, -158.341751, 460.465332, 3.545939, -156.368988, 458.968262, -0.783312, -157.803726, 458.332886, -24.406521, -139.714386, 501.840240, -0.046150, 0.017789, -0.051573, 
19788,1146,281,0,0,32,0,0,28, 1, 0.975000, 0.129335, 0.147785, -0.980526, -0.115328, 0.156335, -0.980948, -62.944920, -179.506165, 507.985138, -61.657257, -184.014481, 508.712952, -57.754448, -186.156860, 509.067932, -53.529293, -184.668991, 508.842102, -51.466038, -180.429108, 508.167786, -52.483997, -175.691223, 507.661499, -56.660278, -173.800995, 507.084991, -60.872406, -175.279465, 507.310822, -2.453918, -162.257172, 458.207794, -0.820209, -166.807602, 459.649017, 3.174026, -168.823547, 461.185242, 7.191057, -167.097092, 461.916534, 8.851955, -162.639221, 461.414551, 7.181721, -158.088303, 459.973328, 3.184605, -156.110565, 458.437134, -1.150015, -157.541626, 457.815125, -24.777876, -139.623947, 502.160583, -0.040606, 0.017659, -0.052645, 
19833,1146,281,0,0,32,0,0,29, 1, 0.975000, 0.136462, 0.139288, -0.980804, -0.111871, 0.159107, -0.980903, -63.092167, -178.492126, 505.381653, -61.817692, -183.002075, 506.111420, -57.912884, -185.139908, 506.387268, -53.673290, -183.644440, 506.047577, -51.591190, -179.399918, 505.291351, -52.587307, -174.660172, 504.772705, -56.771328, -172.776398, 504.285736, -60.998508, -174.260208, 504.625427, -2.852534, -162.984650, 460.461426, -1.188824, -167.524750, 461.819244, 2.822616, -169.530197, 463.305267, 6.834498, -167.800400, 464.049042, 8.472092, -163.347504, 463.614868, 6.773572, -158.805756, 462.257050, 2.758495, -156.836884, 460.771027, -1.573912, -158.279037, 460.144836, -25.214497, -139.395248, 502.049591, -0.036758, 0.016762, -0.053230, 
19865,1146,281,0,0,32,0,0,30, 1, 0.975000, 0.137809, 0.153434, -0.978502, -0.120198, 0.166753, -0.978645, -63.837101, -178.725876, 506.985046, -62.556465, -183.241928, 507.727997, -58.658798, -185.398453, 508.131805, -54.433189, -183.922409, 507.959930, -52.364655, -179.684402, 507.313049, -53.380222, -174.938660, 506.795807, -57.548393, -173.034180, 506.166290, -61.760277, -174.501770, 506.338165, -3.444118, -162.247101, 458.920715, -1.829140, -166.815979, 460.375946, 2.172064, -168.850281, 461.900177, 6.217239, -167.131332, 462.600525, 7.910919, -162.666199, 462.066742, 6.259274, -158.097427, 460.611542, 2.255703, -156.101303, 459.087311, -2.104653, -157.521210, 458.496887, -25.696749, -139.219666, 502.262787, -0.031723, 0.017326, -0.054997, 
19910,1146,281,0,0,32,0,0,31, 1, 0.975000, 0.142744, 0.152583, -0.977928, -0.101881, 0.163167, -0.981324, -63.952343, -177.386948, 503.982239, -62.661572, -181.911346, 504.732788, -58.735981, -184.046417, 505.028534, -54.483444, -182.532181, 504.696228, -52.404133, -178.264038, 503.930542, -53.418434, -173.506912, 503.391846, -57.621742, -171.629456, 502.884247, -61.861359, -173.131897, 503.216553, -3.689081, -163.522049, 462.837128, -2.093568, -168.056946, 464.267487, 1.866184, -170.081482, 465.778351, 5.872485, -168.383423, 466.484650, 7.553399, -163.957291, 465.972656, 5.922347, -159.422058, 464.542267, 1.959914, -157.434677, 463.031433, -2.360241, -158.835983, 462.434814, -26.177198, -139.000015, 502.475250, -0.026283, 0.015796, -0.056120, 
19942,1146,281,0,0,32,0,0,32, 1, 0.975000, 0.139879, 0.152030, -0.978428, -0.111599, 0.165853, -0.979816, -65.081047, -178.896484, 509.110107, -63.863926, -183.415054, 509.881683, -60.011009, -185.615814, 510.307861, -55.785030, -184.199417, 510.139008, -53.671646, -180.001450, 509.473999, -54.622013, -175.255310, 508.926300, -58.747784, -173.304886, 508.276215, -62.959461, -174.712936, 508.445099, -4.322755, -161.622498, 458.126160, -2.762379, -166.187225, 459.606384, 1.203780, -168.245102, 461.123810, 5.253674, -166.563644, 461.789551, 6.988890, -162.128403, 461.213623, 5.391682, -157.564423, 459.733398, 1.423674, -155.544678, 458.215942, -2.935473, -156.921585, 457.657684, -26.600779, -138.547668, 502.214081, -0.023096, 0.015263, -0.057483, 
