millis,mouseX,mouseY,target_x,target_y,target_size,click,Success,frame_number,landmark_detection_success,landmark_detection_confidence,gaze_0_x,gaze_0_y,gaze_0_z,gaze_1_x,gaze_1_y,gaze_1_z,eye_lmk_X_0,eye_lmk_Y_0,eye_lmk_Z_0,eye_lmk_X_1,eye_lmk_Y_1,eye_lmk_Z_1,eye_lmk_X_2,eye_lmk_Y_2,eye_lmk_Z_2,eye_lmk_X_3,eye_lmk_Y_3,eye_lmk_Z_3,eye_lmk_X_4,eye_lmk_Y_4,eye_lmk_Z_4,eye_lmk_X_5,eye_lmk_Y_5,eye_lmk_Z_5,eye_lmk_X_6,eye_lmk_Y_6,eye_lmk_Z_6,eye_lmk_X_7,eye_lmk_Y_7,eye_lmk_Z_7,eye_lmk_X_28,eye_lmk_Y_28,eye_lmk_Z_28,eye_lmk_X_29,eye_lmk_Y_29,eye_lmk_Z_29,eye_lmk_X_30,eye_lmk_Y_30,eye_lmk_Z_30,eye_lmk_X_31,eye_lmk_Y_31,eye_lmk_Z_31,eye_lmk_X_32,eye_lmk_Y_32,eye_lmk_Z_32,eye_lmk_X_33,eye_lmk_Y_33,eye_lmk_Z_33,eye_lmk_X_34,eye_lmk_Y_34,eye_lmk_Z_34,eye_lmk_X_35,eye_lmk_Y_35,eye_lmk_Z_35,pose_Tx,pose_Ty,pose_Tz,pose_Rx,pose_Ry,pose_Rz
25839,1538,107,0,0,32,0,0,11, 1, 0.975000, 0.124510, 0.126045, -0.984180, -0.094865, 0.130307, -0.986925, -50.854553, -185.688202, 511.766235, -49.311108, -190.140930, 512.256287, -45.237301, -192.070755, 512.366211, -41.026848, -190.342026, 512.031677, -39.151165, -185.974777, 511.448608, -40.414089, -181.290756, 511.184113, -44.765324, -179.610031, 510.848633, -48.968628, -181.328323, 511.183167, 7.715024, -168.231125, 471.689728, 9.562773, -172.738373, 473.182678, 13.648935, -174.594223, 474.822205, 17.581610, -172.683517, 475.647858, 19.030735, -168.125580, 475.175995, 17.145683, -163.618378, 473.683044, 13.057057, -161.802109, 472.043549, 8.789016, -163.431473, 471.318909, -14.883286, -144.318970, 507.878784, -0.081057, -0.026365, -0.002463, 
25861,1538,107,0,0,32,0,0,12, 1, 0.975000, 0.117156, 0.127878, -0.984846, -0.088682, 0.120679, -0.988722, -50.822353, -185.449234, 510.945709, -49.269882, -189.855850, 511.364014, -45.206257, -191.719208, 511.304810, -41.021076, -189.944519, 510.802826, -39.169056, -185.580658, 510.152100, -40.429085, -180.942963, 509.945862, -44.776554, -179.328537, 509.792969, -48.957359, -181.090027, 510.294983, 7.601862, -167.196625, 468.271210, 9.436430, -171.686310, 469.791382, 13.508219, -173.527679, 471.423370, 17.433134, -171.613968, 472.211151, 18.885406, -167.067032, 471.693237, 17.013182, -162.578491, 470.173035, 12.939815, -160.776825, 468.541046, 8.682504, -162.406860, 467.851990, -14.870258, -143.499161, 505.136444, -0.083531, -0.026064, -0.002699, 
25894,1538,107,0,0,32,0,0,13, 1, 0.975000, 0.116629, 0.126661, -0.985066, -0.085976, 0.120938, -0.988930, -50.638962, -184.431381, 508.157806, -49.093849, -188.852158, 508.585999, -45.028000, -190.733749, 508.545471, -40.832184, -188.970398, 508.059937, -38.967674, -184.604248, 507.413849, -40.221180, -179.953033, 507.198975, -44.570614, -178.319901, 507.026184, -48.761642, -180.070236, 507.511719, 7.551498, -166.532471, 466.573944, 9.385080, -171.019150, 468.051331, 13.449705, -172.873047, 469.675446, 17.366211, -170.980331, 470.494873, 18.814068, -166.449631, 470.029633, 16.943352, -161.962845, 468.552246, 12.876119, -160.148346, 466.928131, 8.626340, -161.760818, 466.210205, -14.913812, -142.864716, 503.496338, -0.086172, -0.028731, -0.000708, 
25937,1538,107,0,0,32,0,0,14, 1, 0.975000, 0.119390, 0.126242, -0.984789, -0.093949, 0.128809, -0.987209, -50.745705, -184.770798, 509.042542, -49.193535, -189.192505, 509.563873, -45.138897, -191.082718, 509.654572, -40.965183, -189.328903, 509.261505, -39.122402, -184.966812, 508.614929, -40.394756, -180.310135, 508.310730, -44.724781, -178.674179, 508.002899, -48.891251, -180.416153, 508.395966, 7.312293, -164.697067, 461.646332, 9.150417, -169.210510, 463.103302, 13.223145, -171.094711, 464.767242, 17.147778, -169.217224, 465.663452, 18.598465, -164.676437, 465.266907, 16.722383, -160.161011, 463.809967, 12.645324, -158.317398, 462.146027, 8.384466, -159.917679, 461.351501, -15.014331, -142.806000, 503.578644, -0.082456, -0.028491, 0.000484, 
25970,1538,107,0,0,32,0,0,15, 1, 0.975000, 0.122129, 0.123364, -0.984818, -0.087491, 0.125101, -0.988279, -50.431583, -182.917572, 504.300446, -48.899242, -187.323730, 504.700867, -44.848164, -189.193604, 504.601624, -40.661068, -187.428879, 504.060822, -38.793484, -183.073257, 503.395294, -40.029152, -178.437729, 503.203827, -44.367043, -176.815384, 503.094116, -48.550262, -178.566071, 503.634918, 7.429258, -166.058319, 465.509521, 9.254529, -170.552795, 467.003448, 13.316814, -172.415100, 468.645691, 17.238304, -170.526047, 469.474182, 18.695280, -165.992126, 469.003632, 16.832346, -161.497528, 467.509674, 12.767396, -159.675171, 465.867462, 8.512826, -161.282578, 465.138611, -15.127853, -143.174728, 504.656403, -0.081235, -0.030353, 0.000601, 
26002,1538,107,0,0,32,0,0,16, 1, 0.975000, 0.126640, 0.127015, -0.983783, -0.094427, 0.132889, -0.986623, -50.945415, -184.698578, 509.576691, -49.402256, -189.116119, 510.131683, -45.357578, -190.986633, 510.145111, -41.191059, -189.209381, 509.609131, -39.348179, -184.835968, 508.837677, -40.603523, -180.178955, 508.484772, -44.928131, -178.569839, 508.269257, -49.087879, -180.332245, 508.805267, 7.150086, -165.014420, 462.910889, 9.008476, -169.517197, 464.362640, 13.098101, -171.376938, 465.997467, 17.025776, -169.475998, 466.857758, 18.464191, -164.927094, 466.439545, 16.568256, -160.423157, 464.987823, 12.475122, -158.603378, 463.352966, 8.210781, -160.227875, 462.596741, -15.237262, -143.821274, 506.472168, -0.078141, -0.032843, 0.001494, 
26035,1538,107,0,0,32,0,0,17, 1, 0.975000, 0.131504, 0.127401, -0.983095, -0.087411, 0.129369, -0.987736, -51.163906, -185.150528, 511.118103, -49.624752, -189.560532, 511.681671, -45.589512, -191.433655, 511.722656, -41.431923, -189.667389, 511.217041, -39.592506, -185.306442, 510.460999, -40.846657, -180.657303, 510.101410, -45.160011, -179.044922, 509.856415, -49.310432, -180.796967, 510.362061, 7.309777, -166.902283, 468.233643, 9.117664, -171.402298, 469.753021, 13.169440, -173.275406, 471.418182, 17.093512, -171.395844, 472.253632, 18.564398, -166.864655, 471.770020, 16.718554, -162.364624, 470.250641, 12.664048, -160.531769, 468.585480, 8.407333, -162.126907, 467.846649, -15.372160, -144.610718, 508.705963, -0.075048, -0.031048, 0.000555, 
26056,1538,107,0,0,32,0,0,18, 1, 0.975000, 0.145280, 0.128065, -0.981067, -0.103466, 0.131249, -0.985935, -51.042953, -184.294174, 509.040436, -49.508644, -188.714096, 509.645752, -45.478642, -190.613678, 509.798187, -41.322216, -188.873718, 509.408478, -39.480484, -184.522171, 508.704895, -40.739113, -179.863098, 508.312439, -45.041523, -178.224075, 507.947113, -49.189034, -179.951721, 508.336823, 7.098364, -167.463455, 470.009430, 8.915922, -171.969940, 471.534210, 13.007251, -173.830063, 473.118011, 16.976028, -171.926727, 473.833038, 18.470993, -167.376465, 473.260406, 16.616215, -162.872299, 471.735626, 12.524479, -161.051010, 470.151825, 8.227339, -162.665634, 469.539185, -15.463985, -145.068741, 510.177643, -0.071189, -0.029606, -0.000937, 
26089,1538,107,0,0,32,0,0,19, 1, 0.975000, 0.139478, 0.132476, -0.981324, -0.106067, 0.137131, -0.984858, -51.254868, -184.017746, 508.667542, -49.703060, -188.438324, 509.239746, -45.650558, -190.311203, 509.294861, -41.481194, -188.533859, 508.800629, -39.642574, -184.157455, 508.046509, -40.910847, -179.496933, 507.679626, -45.240238, -177.885895, 507.419159, -49.402176, -179.649048, 507.913422, 7.047994, -169.281708, 475.261688, 8.898424, -173.757233, 476.746002, 13.014075, -175.566772, 478.214844, 16.982683, -173.624802, 478.807739, 18.454718, -169.071915, 478.177399, 16.569218, -164.600693, 476.693085, 12.455522, -162.827271, 475.224243, 8.160360, -164.481415, 474.742432, -15.628339, -145.184830, 510.865295, -0.065626, -0.028597, -0.001625, 
26123,1538,107,0,0,32,0,0,20, 1, 0.975000, 0.136130, 0.134267, -0.981550, -0.113978, 0.142882, -0.983155, -51.373150, -183.511887, 507.466553, -49.863110, -187.973923, 508.152130, -45.844990, -189.953857, 508.541779, -41.678070, -188.282898, 508.407257, -39.812096, -183.945557, 507.827362, -41.065594, -179.245850, 507.374512, -45.345005, -177.524261, 506.752106, -49.499409, -179.187210, 506.886627, 6.767992, -168.300217, 472.737701, 8.626901, -172.781326, 474.205627, 12.755199, -174.590607, 475.658813, 16.733229, -172.642731, 476.246033, 18.205973, -168.081772, 475.623291, 16.312086, -163.604935, 474.155396, 12.185728, -161.831665, 472.702209, 7.880919, -163.492859, 472.228577, -15.796617, -145.277069, 511.596619, -0.060355, -0.028127, -0.002140, 
26177,1538,107,0,0,32,0,0,21, 1, 0.975000, 0.129668, 0.130911, -0.982878, -0.108702, 0.143087, -0.983723, -51.884083, -184.622559, 510.649384, -50.418293, -189.103683, 511.496063, -46.446281, -191.127808, 512.069275, -42.299679, -189.497528, 512.033203, -40.419044, -185.173004, 511.409027, -41.641079, -180.448044, 510.795380, -45.866215, -178.691360, 509.989136, -49.996506, -180.314438, 510.025177, 6.672687, -168.276810, 472.692627, 8.544070, -172.747269, 474.109528, 12.660073, -174.558578, 475.589478, 16.609648, -172.624207, 476.265625, 18.054728, -168.078674, 475.741821, 16.148731, -163.610260, 474.324951, 12.032640, -161.835037, 472.845001, 7.751690, -163.490326, 472.283691, -15.975933, -145.203903, 511.876099, -0.056045, -0.026275, -0.002509, 
26210,1538,107,0,0,32,0,0,22, 1, 0.975000, 0.131773, 0.141415, -0.981141, -0.104654, 0.142562, -0.984237, -52.304131, -185.241638, 513.126404, -50.802818, -189.698364, 513.814270, -46.791496, -191.671616, 514.168823, -42.626064, -189.996887, 513.982422, -40.755089, -185.661453, 513.364258, -41.996216, -180.966141, 512.904114, -46.271038, -179.252548, 512.321838, -50.424442, -180.918411, 512.508240, 6.532825, -167.861816, 471.703674, 8.367458, -172.332794, 473.169830, 12.447531, -174.162491, 474.708221, 16.383337, -172.252625, 475.417633, 17.844065, -167.723328, 474.882538, 15.973699, -163.254196, 473.416351, 11.893117, -161.461884, 471.877991, 7.627684, -163.089157, 471.275757, -16.263153, -145.296417, 512.567383, -0.053549, -0.024577, -0.002373, 
26243,1538,107,0,0,32,0,0,23, 1, 0.975000, 0.137505, 0.147105, -0.979517, -0.104564, 0.151112, -0.982971, -52.583336, -185.560760, 514.644592, -51.101799, -190.019440, 515.374023, -47.103508, -191.997849, 515.718872, -42.937675, -190.328232, 515.477234, -41.053417, -185.995789, 514.790588, -42.271801, -181.296097, 514.281738, -46.535656, -179.581360, 513.716248, -50.689072, -181.240845, 513.957947, 6.519696, -169.262344, 476.216522, 8.349860, -173.743683, 477.649628, 12.434326, -175.594284, 479.184845, 16.381498, -173.704025, 479.922882, 17.854401, -169.180786, 479.431396, 15.989165, -164.700180, 477.998291, 11.903231, -162.886398, 476.463074, 7.625501, -164.496262, 475.835052, -16.500088, -145.458206, 513.696228, -0.048344, -0.022474, -0.001445, 
26276,1538,107,0,0,32,0,0,24, 1, 0.975000, 0.138658, 0.141911, -0.980120, -0.118728, 0.142478, -0.982651, -52.656189, -185.159958, 513.807007, -51.122574, -189.585831, 514.507385, -47.097004, -191.486557, 514.731995, -42.946568, -189.741074, 514.349365, -41.110035, -185.380905, 513.583557, -42.373631, -180.709869, 513.092163, -46.667229, -179.077911, 512.658569, -50.807018, -180.810638, 513.041199, 6.081823, -167.287796, 470.903473, 7.884773, -171.779465, 472.430084, 11.970871, -173.629761, 473.969025, 15.945964, -171.728027, 474.618805, 17.455532, -167.190750, 473.998810, 15.615921, -162.702591, 472.472198, 11.530650, -160.890198, 470.933258, 7.230746, -162.500854, 470.387695, -16.644711, -145.202988, 513.714417, -0.044627, -0.021673, -0.001986, 
26298,1538,107,0,0,32,0,0,25, 1, 0.975000, 0.136836, 0.148939, -0.979333, -0.117139, 0.149381, -0.981816, -53.004059, -185.754059, 516.253235, -51.499245, -190.209457, 517.007263, -47.488850, -192.174683, 517.396240, -43.328869, -190.489166, 517.192261, -41.465347, -186.147064, 516.514771, -42.712189, -181.448303, 515.983887, -46.984138, -179.749313, 515.371765, -51.131054, -181.425171, 515.575745, 6.045679, -168.537155, 474.968933, 7.868851, -173.020844, 476.496399, 11.968777, -174.848175, 478.015839, 15.942643, -172.922440, 478.637177, 17.437067, -168.374588, 477.996429, 15.577718, -163.895096, 476.468933, 11.479347, -162.104996, 474.949493, 7.179690, -163.740067, 474.433716, -16.802612, -144.900909, 513.684753, -0.042652, -0.021890, -0.001851, 
26331,1538,107,0,0,32,0,0,26, 1, 0.975000, 0.138776, 0.156042, -0.977953, -0.115695, 0.153739, -0.981315, -52.882580, -184.460266, 513.666626, -51.371239, -188.921860, 514.358826, -47.343140, -190.884644, 514.671753, -43.164955, -189.190430, 514.422058, -41.292419, -184.838913, 513.756042, -42.539207, -180.136414, 513.286438, -46.833496, -178.436508, 512.750916, -51.000038, -180.120560, 513.000610, 5.878883, -167.604752, 473.054749, 7.706281, -172.087387, 474.535675, 11.805279, -173.920410, 476.040649, 15.774233, -172.003983, 476.688080, 17.263023, -167.462936, 476.098694, 15.400019, -162.983414, 474.617737, 11.301689, -161.187256, 473.112762, 7.005377, -162.816528, 472.574646, -16.929232, -144.356552, 513.318176, -0.038879, -0.021901, -0.001243, 
26364,1538,107,0,0,32,0,0,27, 1, 0.975000, 0.130971, 0.149651, -0.980026, -0.118958, 0.156163, -0.980542, -53.080166, -184.031219, 513.391052, -51.590424, -188.488327, 514.054321, -47.576698, -190.463791, 514.345398, -43.397064, -188.792419, 514.093811, -41.507778, -184.460297, 513.446838, -42.730732, -179.765488, 513.006775, -47.012615, -178.048904, 512.492493, -51.181114, -179.710358, 512.744080, 5.670416, -166.308121, 470.607849, 7.457641, -170.800812, 472.083221, 11.536435, -172.673767, 473.596771, 15.517546, -170.803574, 474.261902, 17.043579, -166.287476, 473.688965, 15.220558, -161.797180, 472.213593, 11.141691, -159.961334, 470.700043, 6.836311, -161.542480, 470.143768, -16.994036, -143.575562, 512.269470, -0.038416, -0.022824, -0.001321, 
26386,1538,107,0,0,32,0,0,28, 1, 0.975000, 0.135464, 0.158248, -0.978063, -0.113944, 0.161122, -0.980335, -53.056950, -183.377792, 512.962402, -51.588581, -187.862457, 513.759460, -47.595524, -189.875519, 514.208252, -43.423264, -188.227554, 514.045898, -41.525990, -183.890335, 513.367493, -42.738613, -179.161667, 512.795471, -46.992813, -177.416260, 512.121582, -51.150696, -179.055084, 512.283936, 5.486294, -164.978516, 467.783691, 7.321979, -169.465805, 469.200470, 11.415103, -171.319260, 470.734192, 15.369323, -169.426697, 471.486420, 16.843122, -164.896957, 471.016479, 14.971844, -160.409958, 469.599701, 10.876821, -158.593918, 468.065979, 6.590691, -160.206772, 467.425659, -17.110489, -142.520981, 510.693573, -0.036690, -0.020934, -0.001045, 
26430,1538,107,0,0,32,0,0,29, 1, 0.975000, 0.132157, 0.151219, -0.979626, -0.104968, 0.157603, -0.981908, -53.128754, -182.413589, 511.348267, -51.597084, -186.832367, 511.919922, -47.557800, -188.717545, 511.966919, -43.387062, -186.959412, 511.461761, -41.533211, -182.597992, 510.700348, -42.780174, -177.939148, 510.332733, -47.097343, -176.315933, 510.081665, -51.260754, -178.059784, 510.586853, 5.380050, -164.442154, 467.428497, 7.179163, -168.939774, 468.890015, 11.251162, -170.814362, 470.451843, 15.211903, -168.940750, 471.199066, 16.715553, -164.417007, 470.693939, 14.880057, -159.920135, 469.232422, 10.806376, -158.083740, 467.670593, 6.517188, -159.672409, 467.030334, -17.309820, -141.573730, 509.468170, -0.039418, -0.022116, 0.000229, 
26463,1538,107,0,0,32,0,0,30, 1, 0.975000, 0.137623, 0.155138, -0.978260, -0.111318, 0.159884, -0.980839, -53.188095, -181.904236, 511.020630, -51.664024, -186.318344, 511.570740, -47.631683, -188.205750, 511.603210, -43.463039, -186.455750, 511.098999, -41.604961, -182.103394, 510.353455, -42.843243, -177.450714, 510.008209, -47.154396, -175.823212, 509.770874, -51.316097, -177.559128, 510.275085, 5.279115, -165.872269, 472.389069, 7.097316, -170.371628, 473.775146, 11.202476, -172.247650, 475.253204, 15.190895, -170.375977, 475.957367, 16.701878, -165.853394, 475.475159, 14.849283, -161.354584, 474.089081, 10.742670, -159.514511, 472.611053, 6.426033, -161.104767, 472.024506, -17.510675, -140.589157, 507.855286, -0.040720, -0.018958, 0.002930, 
26496,1538,107,0,0,32,0,0,31, 1, 0.975000, 0.131326, 0.149312, -0.980030, -0.103332, 0.153844, -0.982677, -53.292179, -181.292557, 510.012054, -51.764748, -185.720596, 510.623901, -47.726913, -187.623764, 510.736298, -43.553516, -185.881012, 510.283417, -41.695358, -181.522797, 509.530518, -42.943188, -176.853729, 509.125732, -47.255722, -175.213974, 508.806244, -51.420567, -176.943146, 509.259155, 5.106671, -164.807602, 469.879578, 6.893735, -169.318390, 471.376343, 10.966698, -171.203873, 472.966034, 14.940835, -169.332092, 473.717407, 16.461992, -164.800262, 473.190338, 14.637931, -160.290466, 471.693542, 10.563392, -158.443756, 470.103851, 6.261155, -160.027283, 469.456207, -17.695236, -139.947052, 506.919952, -0.042653, -0.021066, 0.004530, 
26529,1538,107,0,0,32,0,0,32, 1, 0.975000, 0.132991, 0.153223, -0.979202, -0.099115, 0.152455, -0.983328, -52.829983, -178.807922, 503.735626, -51.268032, -183.203537, 504.208435, -47.209576, -185.045700, 504.152374, -43.042271, -183.251465, 503.600281, -41.210842, -178.882355, 502.875549, -42.482830, -174.249283, 502.606903, -46.821774, -172.664688, 502.458771, -50.984013, -174.444168, 503.010895, 4.993591, -164.366089, 469.082336, 6.764039, -168.871948, 470.589752, 10.814355, -170.762405, 472.204315, 14.773386, -168.902344, 472.980225, 16.295561, -164.381775, 472.463013, 14.487836, -159.876587, 470.955627, 10.435476, -158.025375, 469.341064, 6.148579, -159.596710, 468.665863, -17.862432, -139.140015, 505.298859, -0.044470, -0.020879, 0.007791, 
